X,Y,Color
,,
124,557,blue0
124,558,blue0
123,559,blue0
101,559,blue0
100,560,blue0
100,565,blue0
124,565,blue0
125,566,blue0
125,572,blue0
153,572,blue0
154,573,blue0
229,573,blue0
229,572,blue0
231,570,blue0
231,566,blue0
230,566,blue0
229,565,blue0
229,559,blue0
195,559,blue0
194,558,blue0
172,558,blue0
171,557,blue0
175,521,blue1
174,522,blue1
97,522,blue1
97,525,blue1
96,526,blue1
96,531,blue1
95,532,blue1
95,536,blue1
96,537,blue1
322,537,blue1
323,538,blue1
399,538,blue1
400,539,blue1
418,539,blue1
419,538,blue1
420,538,blue1
421,537,blue1
423,537,blue1
424,536,blue1
425,536,blue1
425,534,blue1
426,533,blue1
426,525,blue1
410,525,blue1
409,524,blue1
384,524,blue1
383,523,blue1
312,523,blue1
311,522,blue1
181,522,blue1
180,521,blue1
101,488,blue2
101,489,blue2
100,490,blue2
99,490,blue2
98,491,blue2
97,491,blue2
97,501,blue2
98,502,blue2
131,502,blue2
132,503,blue2
152,503,blue2
153,502,blue2
248,502,blue2
249,503,blue2
274,503,blue2
275,504,blue2
393,504,blue2
394,505,blue2
413,505,blue2
414,506,blue2
431,506,blue2
432,505,blue2
432,496,blue2
431,495,blue2
431,491,blue2
425,491,blue2
424,490,blue2
361,490,blue2
360,489,blue2
341,489,blue2
340,488,blue2
154,454,blue3
153,455,blue3
105,455,blue3
104,456,blue3
99,456,blue3
99,460,blue3
98,461,blue3
98,469,blue3
102,469,blue3
103,470,blue3
291,470,blue3
292,471,blue3
355,471,blue3
356,472,blue3
423,472,blue3
424,471,blue3
424,468,blue3
425,467,blue3
425,458,blue3
409,458,blue3
408,457,blue3
319,457,blue3
318,456,blue3
300,456,blue3
299,455,blue3
169,455,blue3
168,454,blue3
98,421,blue4
98,423,blue4
97,424,blue4
97,425,blue4
96,426,blue4
96,435,blue4
97,435,blue4
98,436,blue4
129,436,blue4
130,437,blue4
236,437,blue4
237,438,blue4
320,438,blue4
321,439,blue4
436,439,blue4
436,426,blue4
425,426,blue4
424,425,blue4
420,425,blue4
419,424,blue4
376,424,blue4
375,423,blue4
198,423,blue4
197,422,blue4
133,422,blue4
132,421,blue4
184,386,blue5
183,387,blue5
178,387,blue5
