X,Y,Color
35,549,red0
35,632,red0
36,633,red0
36,640,red0
37,641,red0
37,761,red0
36,762,red0
36,861,red0
35,862,red0
35,873,red0
34,874,red0
34,906,red0
36,908,red0
36,909,red0
37,910,red0
85,910,red0
86,909,red0
229,909,red0
230,908,red0
246,908,red0
247,907,red0
247,882,red0
246,881,red0
246,828,red0
245,827,red0
245,777,red0
246,776,red0
246,745,red0
245,744,red0
245,727,red0
246,726,red0
246,700,red0
244,700,red0
243,699,red0
194,699,red0
193,698,red0
193,654,red0
192,653,red0
192,630,red0
191,629,red0
191,551,red0
189,549,red0
201,41,red1
200,42,red1
168,42,red1
167,43,red1
137,43,red1
136,44,red1
94,44,red1
93,43,red1
90,43,red1
89,42,red1
62,42,red1
61,43,red1
28,43,red1
27,44,red1
27,72,red1
28,73,red1
28,109,red1
29,110,red1
29,125,red1
28,126,red1
28,156,red1
29,157,red1
29,163,red1
30,164,red1
30,178,red1
31,179,red1
31,195,red1
30,196,red1
30,205,red1
29,206,red1
29,230,red1
30,231,red1
30,271,red1
31,272,red1
31,274,red1
81,274,red1
82,275,red1
186,275,red1
186,166,red1
185,165,red1
185,154,red1
186,153,red1
187,153,red1
187,152,red1
188,151,red1
188,137,red1
189,136,red1
189,133,red1
190,132,red1
190,131,red1
191,130,red1
293,130,red1
294,129,red1
401,129,red1
402,130,red1
411,130,red1
412,131,red1
413,131,red1
414,132,red1
440,132,red1
441,131,red1
446,131,red1
447,130,red1
468,130,red1
469,129,red1
540,129,red1
541,128,red1
541,85,red1
540,84,red1
540,81,red1
539,80,red1
539,45,red1
538,44,red1
538,42,red1
498,42,red1
497,43,red1
466,43,red1
465,44,red1
310,44,red1
309,43,red1
272,43,red1
271,44,red1
230,44,red1
229,43,red1
229,42,red1
226,42,red1
225,41,red1
,,
318,666,blue0
317,667,blue0
234,667,blue0
233,668,blue0
218,668,blue0
217,669,blue0
202,669,blue0
202,670,blue0
201,671,blue0
201,672,blue0
200,673,blue0
200,674,blue0
199,675,blue0
199,682,blue0
204,682,blue0
205,683,blue0
300,683,blue0
301,682,blue0
315,682,blue0
316,681,blue0
499,681,blue0
500,682,blue0
518,682,blue0
519,681,blue0
543,681,blue0
544,680,blue0
550,680,blue0
550,677,blue0
551,676,blue0
551,666,blue0
528,666,blue0
527,667,blue0
410,667,blue0
409,666,blue0
276,630,blue1
275,631,blue1
202,631,blue1
201,632,blue1
201,633,blue1
200,634,blue1
200,638,blue1
198,640,blue1
198,644,blue1
199,644,blue1
200,645,blue1
244,645,blue1
245,646,blue1
250,646,blue1
251,645,blue1
345,645,blue1
346,646,blue1
530,646,blue1
531,645,blue1
532,645,blue1
532,632,blue1
530,632,blue1
529,631,blue1
479,631,blue1
478,630,blue1
403,630,blue1
402,631,blue1
326,631,blue1
325,630,blue1
397,595,blue2
396,596,blue2
267,596,blue2
266,597,blue2
236,597,blue2
235,598,blue2
219,598,blue2
218,599,blue2
202,599,blue2
200,601,blue2
200,606,blue2
201,607,blue2
201,608,blue2
202,609,blue2
202,610,blue2
203,611,blue2
218,611,blue2
219,612,blue2
282,612,blue2
283,611,blue2
522,611,blue2
523,612,blue2
552,612,blue2
553,611,blue2
553,599,blue2
551,599,blue2
550,598,blue2
548,598,blue2
547,597,blue2
545,597,blue2
544,596,blue2
406,596,blue2
405,595,blue2
401,559,blue3
400,560,blue3
380,560,blue3
379,561,blue3
210,561,blue3
209,562,blue3
202,562,blue3
202,576,blue3
203,577,blue3
244,577,blue3
245,576,blue3
527,576,blue3
528,575,blue3
533,575,blue3
534,574,blue3
534,570,blue3
533,570,blue3
532,569,blue3
529,569,blue3
528,568,blue3
527,568,blue3
526,567,blue3
526,563,blue3
524,563,blue3
523,562,blue3
521,562,blue3
520,561,blue3
464,561,blue3
463,560,blue3
421,560,blue3
420,559,blue3
341,522,blue4
340,523,blue4
289,523,blue4
288,524,blue4
235,524,blue4
234,525,blue4
204,525,blue4
203,526,blue4
201,526,blue4
200,527,blue4
199,527,blue4
199,539,blue4
201,541,blue4
213,541,blue4
214,540,blue4
272,540,blue4
273,539,blue4
290,539,blue4
291,538,blue4
370,538,blue4
371,539,blue4
416,539,blue4
417,540,blue4
547,540,blue4
547,534,blue4
548,533,blue4
548,526,blue4
538,526,blue4
537,525,blue4
503,525,blue4
502,524,blue4
413,524,blue4
412,523,blue4
401,523,blue4
400,522,blue4
391,488,blue5
390,489,blue5
307,489,blue5
306,490,blue5
293,490,blue5
292,491,blue5
202,491,blue5
202,496,blue5
201,497,blue5
201,499,blue5
200,500,blue5
200,505,blue5
209,505,blue5
210,506,blue5
295,506,blue5
296,505,blue5
344,505,blue5
345,504,blue5
443,504,blue5
444,505,blue5
519,505,blue5
520,506,blue5
529,506,blue5
530,505,blue5
535,505,blue5
539,501,blue5
539,500,blue5
540,499,blue5
540,498,blue5
542,496,blue5
543,496,blue5
