X,Y,Color
506,556,red0
505,557,red0
456,557,red0
456,580,red0
455,581,red0
455,585,red0
454,586,red0
454,587,red0
453,588,red0
453,622,red0
454,622,red0
455,623,red0
455,628,red0
456,629,red0
456,634,red0
457,635,red0
457,663,red0
456,664,red0
456,681,red0
455,682,red0
449,682,red0
449,683,red0
448,684,red0
448,685,red0
447,686,red0
444,686,red0
443,687,red0
443,688,red0
442,689,red0
436,689,red0
435,690,red0
414,690,red0
414,785,red0
413,786,red0
413,796,red0
411,798,red0
411,801,red0
410,802,red0
410,843,red0
411,844,red0
411,851,red0
412,852,red0
412,892,red0
452,892,red0
453,893,red0
531,893,red0
532,894,red0
556,894,red0
557,893,red0
575,893,red0
576,894,red0
613,894,red0
613,835,red0
612,834,red0
612,809,red0
613,808,red0
613,753,red0
612,752,red0
612,659,red0
613,658,red0
613,560,red0
612,559,red0
612,556,red0
584,12,red1
583,13,red1
535,13,red1
534,14,red1
472,14,red1
471,15,red1
381,15,red1
380,16,red1
345,16,red1
344,17,red1
300,17,red1
299,18,red1
260,18,red1
259,19,red1
244,19,red1
243,20,red1
221,20,red1
220,19,red1
167,19,red1
166,20,red1
114,20,red1
113,21,red1
82,21,red1
81,22,red1
81,61,red1
80,62,red1
80,117,red1
81,118,red1
81,121,red1
83,121,red1
84,122,red1
119,122,red1
120,123,red1
132,123,red1
135,126,red1
165,126,red1
166,125,red1
171,125,red1
172,124,red1
173,124,red1
174,123,red1
180,123,red1
181,122,red1
189,122,red1
190,121,red1
251,121,red1
252,120,red1
299,120,red1
300,119,red1
414,119,red1
415,118,red1
450,118,red1
452,120,red1
452,139,red1
453,140,red1
453,161,red1
454,162,red1
454,201,red1
453,202,red1
453,206,red1
452,207,red1
452,240,red1
482,240,red1
483,239,red1
516,239,red1
517,238,red1
530,238,red1
531,237,red1
543,237,red1
544,236,red1
556,236,red1
557,235,red1
576,235,red1
577,234,red1
608,234,red1
608,222,red1
609,221,red1
609,168,red1
608,167,red1
608,156,red1
607,155,red1
607,150,red1
606,149,red1
606,126,red1
607,125,red1
607,47,red1
608,46,red1
608,12,red1
,,
407,664,blue0
406,665,blue0
262,665,blue0
261,666,blue0
203,666,blue0
202,667,blue0
144,667,blue0
143,668,blue0
142,668,blue0
142,681,blue0
184,681,blue0
185,680,blue0
281,680,blue0
282,679,blue0
449,679,blue0
450,678,blue0
451,678,blue0
451,673,blue0
450,672,blue0
450,671,blue0
449,670,blue0
449,667,blue0
448,666,blue0
446,666,blue0
445,665,blue0
419,665,blue0
418,664,blue0
95,633,blue1
94,634,blue1
86,634,blue1
86,642,blue1
85,643,blue1
84,643,blue1
84,647,blue1
93,647,blue1
94,648,blue1
191,648,blue1
192,647,blue1
215,647,blue1
216,646,blue1
217,646,blue1
217,636,blue1
214,633,blue1
336,597,blue2
335,598,blue2
289,598,blue2
288,599,blue2
221,599,blue2
220,600,blue2
103,600,blue2
102,601,blue2
87,601,blue2
86,602,blue2
86,616,blue2
100,616,blue2
101,615,blue2
179,615,blue2
180,614,blue2
296,614,blue2
297,613,blue2
331,613,blue2
332,612,blue2
402,612,blue2
403,611,blue2
448,611,blue2
448,603,blue2
447,602,blue2
447,599,blue2
446,599,blue2
445,598,blue2
444,598,blue2
443,597,blue2
351,560,blue3
350,561,blue3
302,561,blue3
301,562,blue3
272,562,blue3
271,563,blue3
176,563,blue3
175,564,blue3
85,564,blue3
84,565,blue3
84,578,blue3
85,579,blue3
121,579,blue3
122,580,blue3
151,580,blue3
152,579,blue3
199,579,blue3
200,578,blue3
261,578,blue3
262,577,blue3
297,577,blue3
298,576,blue3
385,576,blue3
386,575,blue3
443,575,blue3
443,560,blue3
392,524,blue4
391,525,blue4
357,525,blue4
356,526,blue4
317,526,blue4
316,527,blue4
299,527,blue4
298,528,blue4
195,528,blue4
194,527,blue4
179,527,blue4
178,528,blue4
146,528,blue4
145,529,blue4
144,529,blue4
144,542,blue4
145,543,blue4
237,543,blue4
238,542,blue4
304,542,blue4
305,541,blue4
349,541,blue4
350,540,blue4
393,540,blue4
394,539,blue4
416,539,blue4
417,538,blue4
428,538,blue4
430,536,blue4
432,536,blue4
432,529,blue4
431,528,blue4
431,525,blue4
429,525,blue4
428,524,blue4
116,494,blue5
115,495,blue5
