X,Y,Color
67,547,red0
67,573,red0
66,574,red0
66,627,red0
67,628,red0
67,746,red0
66,747,red0
66,799,red0
65,800,red0
65,840,red0
64,841,red0
64,871,red0
99,871,red0
100,872,red0
119,872,red0
120,873,red0
228,873,red0
229,872,red0
229,813,red0
230,812,red0
230,778,red0
231,777,red0
231,763,red0
232,762,red0
232,743,red0
233,742,red0
233,717,red0
234,716,red0
234,687,red0
233,687,red0
232,686,red0
213,686,red0
212,685,red0
197,685,red0
196,684,red0
196,625,red0
197,624,red0
197,614,red0
198,613,red0
198,610,red0
199,609,red0
199,570,red0
197,570,red0
196,569,red0
196,548,red0
142,548,red0
141,547,red0
127,35,red1
126,36,red1
73,36,red1
72,37,red1
71,37,red1
71,40,red1
70,41,red1
70,76,red1
71,77,red1
71,121,red1
70,122,red1
70,224,red1
71,225,red1
71,271,red1
72,272,red1
72,285,red1
197,285,red1
199,283,red1
199,223,red1
200,222,red1
200,198,red1
201,197,red1
203,197,red1
203,196,red1
204,195,red1
205,195,red1
205,180,red1
206,179,red1
206,137,red1
207,136,red1
207,131,red1
209,129,red1
209,128,red1
210,127,red1
223,127,red1
223,126,red1
224,125,red1
228,125,red1
229,124,red1
328,124,red1
329,123,red1
368,123,red1
369,122,red1
385,122,red1
386,121,red1
468,121,red1
469,122,red1
470,122,red1
471,123,red1
502,123,red1
503,122,red1
506,122,red1
507,121,red1
541,121,red1
541,36,red1
496,36,red1
495,37,red1
443,37,red1
442,36,red1
375,36,red1
374,37,red1
364,37,red1
363,38,red1
350,38,red1
349,39,red1
284,39,red1
283,38,red1
229,38,red1
228,37,red1
199,37,red1
198,36,red1
195,36,red1
194,35,red1
,,
205,657,blue0
204,658,blue0
204,661,blue0
203,662,blue0
203,663,blue0
202,664,blue0
202,671,blue0
203,671,blue0
204,672,blue0
227,672,blue0
228,673,blue0
277,673,blue0
278,674,blue0
356,674,blue0
357,675,blue0
489,675,blue0
490,674,blue0
490,671,blue0
491,670,blue0
491,666,blue0
492,665,blue0
492,660,blue0
429,660,blue0
428,659,blue0
322,659,blue0
321,658,blue0
213,658,blue0
212,657,blue0
217,624,blue1
216,625,blue1
202,625,blue1
202,629,blue1
203,630,blue1
203,633,blue1
204,634,blue1
204,637,blue1
205,637,blue1
207,639,blue1
211,639,blue1
212,638,blue1
291,638,blue1
292,639,blue1
311,639,blue1
312,640,blue1
392,640,blue1
393,639,blue1
541,639,blue1
541,625,blue1
529,625,blue1
528,624,blue1
395,624,blue1
394,625,blue1
302,625,blue1
301,624,blue1
413,589,blue2
412,590,blue2
408,590,blue2
407,591,blue2
386,591,blue2
385,592,blue2
288,592,blue2
287,591,blue2
264,591,blue2
264,597,blue2
263,598,blue2
263,605,blue2
281,605,blue2
282,606,blue2
500,606,blue2
501,607,blue2
513,607,blue2
514,606,blue2
517,606,blue2
518,605,blue2
529,605,blue2
529,599,blue2
522,599,blue2
521,598,blue2
518,598,blue2
517,597,blue2
517,592,blue2
492,592,blue2
491,591,blue2
472,591,blue2
471,590,blue2
423,590,blue2
422,589,blue2
200,551,blue3
200,567,blue3
203,567,blue3
204,568,blue3
223,568,blue3
224,569,blue3
260,569,blue3
261,570,blue3
270,570,blue3
271,569,blue3
282,569,blue3
282,562,blue3
278,562,blue3
277,561,blue3
277,559,blue3
278,558,blue3
279,558,blue3
279,554,blue3
242,554,blue3
241,553,blue3
211,553,blue3
210,552,blue3
208,552,blue3
207,551,blue3
210,518,blue4
209,519,blue4
207,519,blue4
206,520,blue4
204,520,blue4
202,522,blue4
202,531,blue4
203,532,blue4
213,532,blue4
214,533,blue4
248,533,blue4
249,534,blue4
305,534,blue4
306,535,blue4
343,535,blue4
344,536,blue4
379,536,blue4
380,535,blue4
535,535,blue4
535,527,blue4
534,526,blue4
530,526,blue4
528,524,blue4
528,521,blue4
522,521,blue4
521,520,blue4
488,520,blue4
487,519,blue4
444,519,blue4
443,520,blue4
347,520,blue4
346,519,blue4
256,519,blue4
255,518,blue4
259,483,blue5
259,497,blue5
280,497,blue5
281,498,blue5
310,498,blue5
311,499,blue5
416,499,blue5
417,500,blue5
458,500,blue5
459,501,blue5
519,501,blue5
520,502,blue5
538,502,blue5
539,501,blue5
540,501,blue5
540,488,blue5
539,487,blue5
520,487,blue5
519,486,blue5
512,486,blue5
511,485,blue5
405,485,blue5
404,484,blue5
370,484,blue5
369,483,blue5
207,448,blue6
206,449,blue6
206,461,blue6
208,461,blue6
209,462,blue6
236,462,blue6
237,463,blue6
273,463,blue6
274,464,blue6
307,464,blue6
308,465,blue6
401,465,blue6
402,464,blue6
407,464,blue6
407,457,blue6
408,456,blue6
410,456,blue6
411,455,blue6
411,451,blue6
318,451,blue6
317,450,blue6
280,450,blue6
279,449,blue6
249,449,blue6
248,448,blue6
322,415,blue7
321,416,blue7
210,416,blue7
209,417,blue7
206,417,blue7
206,430,blue7
241,430,blue7
242,431,blue7
281,431,blue7
282,432,blue7
292,432,blue7
293,431,blue7
436,431,blue7
437,432,blue7
442,432,blue7
