X,Y,Color
117,534,red0
116,535,red0
37,535,red0
37,547,red0
36,548,red0
36,584,red0
35,585,red0
35,605,red0
34,606,red0
34,649,red0
35,650,red0
35,688,red0
36,689,red0
36,835,red0
37,836,red0
37,900,red0
38,900,red0
39,901,red0
235,901,red0
236,900,red0
237,900,red0
237,783,red0
238,782,red0
238,696,red0
237,695,red0
237,694,red0
199,694,red0
198,693,red0
192,693,red0
191,692,red0
191,691,red0
190,690,red0
190,580,red0
191,579,red0
191,542,red0
190,541,red0
190,536,red0
189,535,red0
189,534,red0
38,33,red1
36,35,red1
36,40,red1
35,41,red1
35,109,red1
36,110,red1
36,120,red1
35,121,red1
35,150,red1
36,151,red1
36,195,red1
37,196,red1
37,210,red1
36,211,red1
36,258,red1
37,259,red1
48,259,red1
49,260,red1
73,260,red1
74,261,red1
95,261,red1
96,262,red1
105,262,red1
106,263,red1
123,263,red1
124,264,red1
140,264,red1
141,265,red1
155,265,red1
156,266,red1
191,266,red1
192,265,red1
192,195,red1
193,194,red1
193,143,red1
194,142,red1
194,135,red1
195,134,red1
195,122,red1
196,121,red1
197,121,red1
199,119,red1
224,119,red1
225,120,red1
248,120,red1
249,121,red1
279,121,red1
280,122,red1
311,122,red1
312,123,red1
360,123,red1
361,122,red1
409,122,red1
410,123,red1
453,123,red1
454,124,red1
470,124,red1
471,125,red1
526,125,red1
527,124,red1
528,124,red1
529,123,red1
555,123,red1
556,122,red1
556,65,red1
555,64,red1
555,36,red1
554,35,red1
554,34,red1
527,34,red1
526,33,red1
450,33,red1
449,34,red1
388,34,red1
387,35,red1
382,35,red1
381,36,red1
364,36,red1
363,37,red1
221,37,red1
220,36,red1
180,36,red1
179,35,red1
156,35,red1
155,34,red1
111,34,red1
110,33,red1
,,
247,661,blue0
246,662,blue0
206,662,blue0
205,663,blue0
201,663,blue0
201,676,blue0
275,676,blue0
276,677,blue0
407,677,blue0
408,678,blue0
418,678,blue0
419,677,blue0
451,677,blue0
452,676,blue0
513,676,blue0
513,670,blue0
510,670,blue0
509,669,blue0
509,666,blue0
510,665,blue0
511,665,blue0
511,661,blue0
403,661,blue0
402,662,blue0
253,662,blue0
252,661,blue0
257,626,blue1
256,627,blue1
205,627,blue1
204,628,blue1
203,628,blue1
203,632,blue1
202,633,blue1
202,641,blue1
296,641,blue1
297,642,blue1
324,642,blue1
325,641,blue1
461,641,blue1
462,642,blue1
488,642,blue1
489,643,blue1
504,643,blue1
505,644,blue1
511,644,blue1
512,643,blue1
551,643,blue1
551,639,blue1
552,638,blue1
552,630,blue1
550,630,blue1
549,629,blue1
545,629,blue1
544,628,blue1
510,628,blue1
509,627,blue1
343,627,blue1
342,626,blue1
306,592,blue2
305,593,blue2
256,593,blue2
255,594,blue2
255,600,blue2
254,601,blue2
254,607,blue2
256,609,blue2
266,609,blue2
267,608,blue2
501,608,blue2
502,609,blue2
532,609,blue2
533,608,blue2
553,608,blue2
