X,Y,Color
89,546,red0
89,619,red0
88,620,red0
88,649,red0
89,650,red0
89,810,red0
88,811,red0
88,868,red0
89,869,red0
89,872,red0
119,872,red0
120,871,red0
180,871,red0
181,872,red0
192,872,red0
193,873,red0
232,873,red0
233,874,red0
265,874,red0
265,851,red0
266,850,red0
266,825,red0
267,824,red0
267,794,red0
268,793,red0
268,694,red0
225,694,red0
224,693,red0
224,692,red0
223,692,red0
222,691,red0
222,666,red0
221,665,red0
221,608,red0
220,607,red0
220,554,red0
219,553,red0
219,546,red0
181,546,red0
180,547,red0
138,547,red0
137,546,red0
272,42,red1
271,43,red1
256,43,red1
255,44,red1
227,44,red1
226,43,red1
82,43,red1
82,45,red1
81,46,red1
81,81,red1
82,82,red1
82,218,red1
83,219,red1
83,240,red1
84,241,red1
84,265,red1
85,266,red1
115,266,red1
116,267,red1
179,267,red1
180,268,red1
217,268,red1
217,267,red1
218,266,red1
218,264,red1
219,263,red1
219,196,red1
220,195,red1
220,174,red1
221,173,red1
222,173,red1
223,172,red1
224,172,red1
225,171,red1
225,148,red1
226,147,red1
226,146,red1
227,145,red1
227,141,red1
228,140,red1
228,137,red1
229,136,red1
230,136,red1
231,135,red1
233,135,red1
233,134,red1
234,133,red1
328,133,red1
329,132,red1
359,132,red1
360,131,red1
567,131,red1
567,98,red1
566,97,red1
566,63,red1
565,62,red1
565,50,red1
564,49,red1
564,48,red1
563,47,red1
563,44,red1
554,44,red1
553,43,red1
487,43,red1
486,42,red1
444,42,red1
443,43,red1
429,43,red1
428,42,red1
332,42,red1
331,43,red1
300,43,red1
299,42,red1
,,
241,665,blue0
240,666,blue0
232,666,blue0
232,680,blue0
248,680,blue0
249,681,blue0
517,681,blue0
518,682,blue0
529,682,blue0
530,681,blue0
548,681,blue0
549,680,blue0
555,680,blue0
556,679,blue0
559,679,blue0
560,678,blue0
560,673,blue0
559,672,blue0
559,668,blue0
557,666,blue0
346,666,blue0
345,665,blue0
288,630,blue1
288,643,blue1
291,643,blue1
292,644,blue1
295,644,blue1
296,645,blue1
336,645,blue1
337,646,blue1
559,646,blue1
560,645,blue1
560,631,blue1
330,631,blue1
329,630,blue1
232,594,blue2
231,595,blue2
231,607,blue2
232,608,blue2
259,608,blue2
260,609,blue2
329,609,blue2
330,610,blue2
511,610,blue2
512,611,blue2
519,611,blue2
