X,Y,Color
454,528,red0
454,560,red0
453,561,red0
453,589,red0
454,590,red0
454,612,red0
453,613,red0
453,639,red0
454,640,red0
454,661,red0
455,662,red0
455,688,red0
454,689,red0
454,695,red0
453,696,red0
452,696,red0
451,697,red0
438,697,red0
437,698,red0
402,698,red0
402,734,red0
403,735,red0
403,791,red0
402,792,red0
402,884,red0
403,885,red0
403,907,red0
417,907,red0
418,908,red0
484,908,red0
485,909,red0
606,909,red0
607,908,red0
613,908,red0
614,907,red0
614,898,red0
615,897,red0
615,829,red0
614,828,red0
614,805,red0
615,804,red0
615,759,red0
616,758,red0
616,724,red0
615,723,red0
615,712,red0
616,711,red0
616,658,red0
617,657,red0
617,633,red0
616,632,red0
616,612,red0
615,611,red0
615,529,red0
497,529,red0
496,528,red0
510,34,red1
509,35,red1
299,35,red1
298,36,red1
282,36,red1
281,37,red1
208,37,red1
207,38,red1
166,38,red1
165,39,red1
91,39,red1
91,43,red1
90,44,red1
90,118,red1
91,119,red1
91,121,red1
105,121,red1
106,122,red1
169,122,red1
170,121,red1
282,121,red1
283,120,red1
302,120,red1
303,119,red1
325,119,red1
326,120,red1
364,120,red1
365,121,red1
396,121,red1
397,120,red1
453,120,red1
454,121,red1
454,135,red1
455,136,red1
455,186,red1
454,187,red1
454,229,red1
455,230,red1
455,260,red1
457,262,red1
519,262,red1
520,261,red1
536,261,red1
537,260,red1
595,260,red1
596,259,red1
610,259,red1
611,258,red1
612,258,red1
612,229,red1
613,228,red1
613,188,red1
614,187,red1
614,143,red1
613,142,red1
613,113,red1
614,112,red1
614,104,red1
615,103,red1
615,77,red1
614,76,red1
614,72,red1
613,71,red1
613,69,red1
611,67,red1
611,36,red1
610,35,red1
563,35,red1
562,34,red1
,,
284,662,blue0
283,663,blue0
217,663,blue0
216,664,blue0
149,664,blue0
148,665,blue0
102,665,blue0
101,666,blue0
93,666,blue0
92,667,blue0
90,667,blue0
90,673,blue0
91,674,blue0
91,678,blue0
92,679,blue0
92,680,blue0
93,681,blue0
121,681,blue0
122,680,blue0
185,680,blue0
186,679,blue0
196,679,blue0
197,678,blue0
249,678,blue0
250,677,blue0
344,677,blue0
345,676,blue0
346,676,blue0
347,675,blue0
347,669,blue0
346,668,blue0
346,663,blue0
296,663,blue0
295,662,blue0
411,627,blue1
410,628,blue1
368,628,blue1
367,629,blue1
302,629,blue1
301,630,blue1
176,630,blue1
175,629,blue1
159,629,blue1
158,630,blue1
145,630,blue1
145,645,blue1
250,645,blue1
251,646,blue1
261,646,blue1
262,645,blue1
351,645,blue1
352,644,blue1
386,644,blue1
387,643,blue1
421,643,blue1
421,637,blue1
422,636,blue1
422,635,blue1
423,634,blue1
429,634,blue1
430,633,blue1
430,629,blue1
423,629,blue1
422,628,blue1
418,628,blue1
417,627,blue1
104,597,blue2
103,598,blue2
91,598,blue2
89,600,blue2
89,611,blue2
90,612,blue2
232,612,blue2
233,611,blue2
234,611,blue2
235,610,blue2
237,610,blue2
239,608,blue2
239,604,blue2
238,604,blue2
237,603,blue2
237,602,blue2
236,602,blue2
235,601,blue2
235,598,blue2
219,598,blue2
218,597,blue2
350,561,blue3
349,562,blue3
93,562,blue3
92,563,blue3
91,563,blue3
91,570,blue3
90,571,blue3
90,576,blue3
98,576,blue3
99,577,blue3
138,577,blue3
139,578,blue3
305,578,blue3
306,577,blue3
407,577,blue3
408,576,blue3
442,576,blue3
442,571,blue3
443,570,blue3
443,562,blue3
439,562,blue3
438,561,blue3
380,524,blue4
379,525,blue4
285,525,blue4
284,526,blue4
250,526,blue4
249,527,blue4
154,527,blue4
153,528,blue4
151,528,blue4
151,542,blue4
257,542,blue4
258,541,blue4
348,541,blue4
349,540,blue4
438,540,blue4
439,539,blue4
448,539,blue4
450,537,blue4
450,531,blue4
449,530,blue4
449,529,blue4
447,527,blue4
447,525,blue4
428,525,blue4
427,524,blue4
206,490,blue5
205,491,blue5
116,491,blue5
115,492,blue5
90,492,blue5
90,497,blue5
89,498,blue5
89,504,blue5
94,504,blue5
95,505,blue5
107,505,blue5
108,506,blue5
204,506,blue5
205,505,blue5
350,505,blue5
351,506,blue5
368,506,blue5
369,505,blue5
422,505,blue5
424,503,blue5
424,499,blue5
423,498,blue5
420,498,blue5
419,497,blue5
419,491,blue5
391,491,blue5
390,490,blue5
357,451,blue6
356,452,blue6
321,452,blue6
320,453,blue6
261,453,blue6
260,454,blue6
243,454,blue6
242,455,blue6
186,455,blue6
185,456,blue6
145,456,blue6
144,457,blue6
143,457,blue6
143,470,blue6
148,470,blue6
