X,Y,Color
91,549,red0
90,550,red0
81,550,red0
81,552,red0
80,553,red0
79,553,red0
78,554,red0
78,592,red0
77,593,red0
77,617,red0
76,618,red0
76,638,red0
75,639,red0
75,640,red0
74,641,red0
74,681,red0
75,682,red0
75,710,red0
76,711,red0
76,744,red0
75,745,red0
75,770,red0
74,771,red0
74,787,red0
73,788,red0
73,797,red0
72,798,red0
72,806,red0
71,807,red0
71,834,red0
72,835,red0
72,875,red0
74,877,red0
121,877,red0
122,878,red0
182,878,red0
183,879,red0
255,879,red0
255,849,red0
256,848,red0
256,819,red0
257,818,red0
257,727,red0
258,726,red0
258,702,red0
210,702,red0
209,701,red0
209,700,red0
207,700,red0
206,699,red0
206,632,red0
207,631,red0
207,549,red0
85,40,red1
85,47,red1
84,48,red1
84,86,red1
83,87,red1
83,134,red1
82,135,red1
82,268,red1
83,269,red1
111,269,red1
112,270,red1
130,270,red1
131,271,red1
147,271,red1
148,272,red1
183,272,red1
184,273,red1
214,273,red1
214,261,red1
215,260,red1
215,231,red1
216,230,red1
216,197,red1
217,196,red1
217,157,red1
218,156,red1
218,144,red1
219,143,red1
221,143,red1
222,142,red1
222,141,red1
223,140,red1
223,135,red1
224,134,red1
229,134,red1
232,131,red1
241,131,red1
242,132,red1
275,132,red1
276,133,red1
391,133,red1
392,134,red1
478,134,red1
479,133,red1
523,133,red1
524,134,red1
572,134,red1
572,108,red1
573,107,red1
573,82,red1
574,81,red1
574,50,red1
573,49,red1
543,49,red1
542,48,red1
528,48,red1
527,47,red1
497,47,red1
496,46,red1
491,46,red1
490,45,red1
482,45,red1
481,44,red1
440,44,red1
439,45,red1
400,45,red1
399,46,red1
355,46,red1
354,45,red1
322,45,red1
321,44,red1
229,44,red1
228,43,red1
222,43,red1
221,42,red1
195,42,red1
194,41,red1
178,41,red1
177,40,red1
,,
217,668,blue0
217,683,blue0
259,683,blue0
260,684,blue0
371,684,blue0
372,685,blue0
437,685,blue0
438,684,blue0
441,684,blue0
442,683,blue0
442,674,blue0
440,674,blue0
439,673,blue0
439,671,blue0
395,671,blue0
394,670,blue0
369,670,blue0
368,669,blue0
341,669,blue0
340,668,blue0
237,632,blue1
237,633,blue1
236,634,blue1
228,634,blue1
227,635,blue1
220,635,blue1
220,637,blue1
219,638,blue1
218,638,blue1
218,646,blue1
219,646,blue1
220,647,blue1
246,647,blue1
247,648,blue1
322,648,blue1
323,649,blue1
397,649,blue1
398,650,blue1
403,650,blue1
404,651,blue1
525,651,blue1
526,652,blue1
548,652,blue1
549,651,blue1
552,651,blue1
553,650,blue1
553,645,blue1
552,644,blue1
552,639,blue1
544,639,blue1
543,638,blue1
524,638,blue1
523,637,blue1
502,637,blue1
501,636,blue1
418,636,blue1
417,635,blue1
388,635,blue1
387,634,blue1
347,634,blue1
346,633,blue1
284,633,blue1
283,632,blue1
254,597,blue2
253,598,blue2
220,598,blue2
219,599,blue2
218,599,blue2
218,612,blue2
219,613,blue2
295,613,blue2
296,614,blue2
333,614,blue2
334,615,blue2
369,615,blue2
370,616,blue2
507,616,blue2
508,617,blue2
558,617,blue2
559,616,blue2
559,615,blue2
560,614,blue2
560,613,blue2
561,612,blue2
561,607,blue2
559,605,blue2
559,604,blue2
558,603,blue2
528,603,blue2
527,602,blue2
475,602,blue2
474,601,blue2
371,601,blue2
370,600,blue2
367,600,blue2
366,599,blue2
298,599,blue2
297,598,blue2
280,598,blue2
279,597,blue2
275,565,blue3
274,566,blue3
274,579,blue3
275,580,blue3
350,580,blue3
351,581,blue3
366,581,blue3
367,582,blue3
487,582,blue3
488,583,blue3
558,583,blue3
559,582,blue3
561,582,blue3
561,570,blue3
560,570,blue3
558,568,blue3
501,568,blue3
500,567,blue3
380,567,blue3
379,566,blue3
312,566,blue3
311,565,blue3
221,531,blue4
221,537,blue4
220,538,blue4
220,539,blue4
219,540,blue4
219,544,blue4
220,544,blue4
221,545,blue4
242,545,blue4
243,546,blue4
277,546,blue4
278,547,blue4
361,547,blue4
362,548,blue4
422,548,blue4
423,549,blue4
505,549,blue4
506,548,blue4
573,548,blue4
573,539,blue4
572,538,blue4
572,537,blue4
570,535,blue4
566,535,blue4
565,534,blue4
483,534,blue4
482,533,blue4
366,533,blue4
365,532,blue4
261,532,blue4
260,531,blue4
277,497,blue5
276,498,blue5
276,513,blue5
333,513,blue5
334,514,blue5
369,514,blue5
370,515,blue5
467,515,blue5
468,516,blue5
486,516,blue5
487,517,blue5
567,517,blue5
568,516,blue5
568,511,blue5
567,510,blue5
567,502,blue5
541,502,blue5
540,501,blue5
455,501,blue5
454,500,blue5
359,500,blue5
358,499,blue5
315,499,blue5
314,498,blue5
285,498,blue5
284,497,blue5
313,462,blue6
312,463,blue6
310,463,blue6
310,474,blue6
311,475,blue6
311,476,blue6
312,476,blue6
313,477,blue6
315,477,blue6
316,478,blue6
343,478,blue6
344,479,blue6
401,479,blue6
402,480,blue6
429,480,blue6
430,481,blue6
510,481,blue6
511,480,blue6
515,480,blue6
516,479,blue6
522,479,blue6
523,478,blue6
523,474,blue6
524,473,blue6
524,466,blue6
523,465,blue6
429,465,blue6
428,464,blue6
358,464,blue6
357,463,blue6
332,463,blue6
331,462,blue6
336,427,blue7
335,428,blue7
314,428,blue7
314,433,blue7
315,434,blue7
327,434,blue7
328,435,blue7
328,441,blue7
329,442,blue7
330,442,blue7
331,443,blue7
356,443,blue7
357,444,blue7
385,444,blue7
386,445,blue7
561,445,blue7
562,444,blue7
562,443,blue7
563,442,blue7
563,433,blue7
562,432,blue7
562,431,blue7
560,431,blue7
559,430,blue7
450,430,blue7
449,429,blue7
382,429,blue7
381,428,blue7
352,428,blue7
351,427,blue7
276,390,blue8
276,391,blue8
275,392,blue8
275,402,blue8
276,403,blue8
276,404,blue8
277,405,blue8
311,405,blue8
312,406,blue8
333,406,blue8
334,407,blue8
374,407,blue8
375,408,blue8
444,408,blue8
445,409,blue8
505,409,blue8
506,408,blue8
513,408,blue8
514,407,blue8
514,399,blue8
513,398,blue8
513,395,blue8
512,394,blue8
498,394,blue8
497,393,blue8
415,393,blue8
414,392,blue8
334,392,blue8
333,391,blue8
291,391,blue8
290,390,blue8
277,355,blue9
276,356,blue9
239,356,blue9
239,364,blue9
238,365,blue9
237,365,blue9
236,366,blue9
234,366,blue9
234,371,blue9
291,371,blue9
292,372,blue9
362,372,blue9
363,373,blue9
395,373,blue9
396,372,blue9
401,372,blue9
402,371,blue9
403,371,blue9
403,366,blue9
402,366,blue9
401,365,blue9
400,365,blue9
399,364,blue9
399,363,blue9
391,363,blue9
390,362,blue9
390,360,blue9
389,359,blue9
388,359,blue9
387,358,blue9
378,358,blue9
377,357,blue9
308,357,blue9
307,356,blue9
302,356,blue9
301,355,blue9
224,318,blue10
224,323,blue10
223,324,blue10
223,329,blue10
224,330,blue10
224,331,blue10
225,332,blue10
230,332,blue10
231,333,blue10
243,333,blue10
244,334,blue10
260,334,blue10
261,335,blue10
290,335,blue10
291,336,blue10
319,336,blue10
320,337,blue10
366,337,blue10
367,338,blue10
437,338,blue10
438,339,blue10
529,339,blue10
530,340,blue10
560,340,blue10
561,341,blue10
572,341,blue10
573,340,blue10
573,327,blue10
572,326,blue10
553,326,blue10
552,325,blue10
504,325,blue10
503,324,blue10
413,324,blue10
412,323,blue10
376,323,blue10
375,322,blue10
328,322,blue10
327,321,blue10
297,321,blue10
296,320,blue10
272,320,blue10
271,319,blue10
235,319,blue10
234,318,blue10
226,286,blue11
225,287,blue11
224,287,blue11
224,292,blue11
223,293,blue11
223,300,blue11
242,300,blue11
243,301,blue11
264,301,blue11
265,302,blue11
287,302,blue11
288,303,blue11
326,303,blue11
327,304,blue11
360,304,blue11
361,305,blue11
431,305,blue11
432,306,blue11
459,306,blue11
460,307,blue11
486,307,blue11
487,308,blue11
509,308,blue11
510,307,blue11
572,307,blue11
573,306,blue11
573,294,blue11
568,294,blue11
567,293,blue11
508,293,blue11
507,292,blue11
461,292,blue11
460,291,blue11
415,291,blue11
414,290,blue11
366,290,blue11
365,289,blue11
335,289,blue11
334,288,blue11
309,288,blue11
308,287,blue11
271,287,blue11
270,286,blue11
239,252,blue12
238,253,blue12
224,253,blue12
224,267,blue12
280,267,blue12
281,268,blue12
293,268,blue12
294,269,blue12
328,269,blue12
329,270,blue12
340,270,blue12
341,271,blue12
444,271,blue12
445,272,blue12
578,272,blue12
578,260,blue12
577,259,blue12
562,259,blue12
561,258,blue12
548,258,blue12
547,257,blue12
420,257,blue12
419,256,blue12
369,256,blue12
368,255,blue12
325,255,blue12
324,254,blue12
301,254,blue12
300,253,blue12
254,253,blue12
253,252,blue12
286,219,blue13
286,225,blue13
285,226,blue13
282,226,blue13
281,227,blue13
280,227,blue13
280,232,blue13
282,232,blue13
283,233,blue13
301,233,blue13
302,234,blue13
323,234,blue13
324,235,blue13
427,235,blue13
428,236,blue13
514,236,blue13
515,237,blue13
582,237,blue13
583,236,blue13
583,228,blue13
582,228,blue13
581,227,blue13
581,223,blue13
546,223,blue13
544,221,blue13
451,221,blue13
450,220,blue13
324,220,blue13
323,219,blue13
228,184,blue14
228,186,blue14
227,187,blue14
227,191,blue14
226,192,blue14
226,198,blue14
227,199,blue14
281,199,blue14
282,200,blue14
301,200,blue14
302,201,blue14
327,201,blue14
328,202,blue14
395,202,blue14
396,203,blue14
464,203,blue14
465,202,blue14
468,202,blue14
468,195,blue14
467,194,blue14
467,193,blue14
466,193,blue14
465,192,blue14
465,190,blue14
464,189,blue14
464,187,blue14
309,187,blue14
308,186,blue14
300,186,blue14
299,185,blue14
273,185,blue14
272,184,blue14
228,151,blue15
227,152,blue15
227,164,blue15
229,166,blue15
259,166,blue15
260,167,blue15
273,167,blue15
274,168,blue15
293,168,blue15
294,169,blue15
300,169,blue15
301,168,blue15
434,168,blue15
435,169,blue15
523,169,blue15
524,170,blue15
535,170,blue15
536,171,blue15
549,171,blue15
550,172,blue15
571,172,blue15
572,171,blue15
574,171,blue15
575,170,blue15
575,164,blue15
574,163,blue15
574,159,blue15
562,159,blue15
561,158,blue15
560,158,blue15
559,157,blue15
541,157,blue15
540,156,blue15
537,156,blue15
536,155,blue15
509,155,blue15
508,154,blue15
430,154,blue15
429,153,blue15
375,153,blue15
374,152,blue15
252,152,blue15
251,151,blue15
,,
220,410,light_blue0
220,445,light_blue0
219,446,light_blue0
219,465,light_blue0
218,466,light_blue0
218,483,light_blue0
219,484,light_blue0
219,489,light_blue0
223,489,light_blue0
223,488,light_blue0
227,484,light_blue0
274,484,light_blue0
275,483,light_blue0
305,483,light_blue0
306,482,light_blue0
306,457,light_blue0
307,456,light_blue0
307,433,light_blue0
308,432,light_blue0
308,411,light_blue0
302,411,light_blue0
301,410,light_blue0
278,410,light_blue0
277,411,light_blue0
226,411,light_blue0
225,410,light_blue0
,,
225,550,purple0
224,551,purple0
223,551,purple0
223,552,purple0
222,553,purple0
220,553,purple0
219,554,purple0
219,564,purple0
218,565,purple0
218,585,purple0
219,586,purple0
229,586,purple0
230,587,purple0
270,587,purple0
270,586,purple0
271,585,purple0
272,585,purple0
272,581,purple0
271,580,purple0
271,567,purple0
272,566,purple0
272,552,purple0
271,552,purple0
270,551,purple0
251,551,purple0
250,550,purple0
227,485,purple1
224,488,purple1
224,489,purple1
220,493,purple1
219,493,purple1
219,502,purple1
218,503,purple1
218,507,purple1
219,508,purple1
219,517,purple1
232,517,purple1
233,518,purple1
249,518,purple1
250,519,purple1
269,519,purple1
270,518,purple1
272,518,purple1
272,517,purple1
273,516,purple1
273,485,purple1
223,375,purple2
222,376,purple2
222,399,purple2
221,400,purple2
221,405,purple2
222,406,purple2
222,408,purple2
223,408,purple2
224,409,purple2
225,409,purple2
226,410,purple2
272,410,purple2
272,386,purple2
273,385,purple2
273,381,purple2
272,380,purple2
272,376,purple2
248,376,purple2
247,375,purple2
226,204,purple3
226,214,purple3
225,215,purple3
224,215,purple3
224,233,purple3
225,234,purple3
225,239,purple3
233,239,purple3
234,240,purple3
280,240,purple3
280,236,purple3
278,236,purple3
277,235,purple3
277,215,purple3
278,214,purple3
278,206,purple3
277,205,purple3
246,205,purple3
245,204,purple3
,,
