X,Y,Color
526,568,red0
525,569,red0
502,569,red0
501,570,red0
455,570,red0
454,571,red0
451,571,red0
451,616,red0
452,617,red0
452,689,red0
450,691,red0
449,691,red0
448,692,red0
388,692,red0
388,699,red0
387,700,red0
387,766,red0
386,767,red0
386,796,red0
387,797,red0
387,898,red0
460,898,red0
461,897,red0
476,897,red0
477,896,red0
486,896,red0
487,895,red0
509,895,red0
510,894,red0
523,894,red0
524,893,red0
536,893,red0
537,892,red0
608,892,red0
608,740,red0
607,739,red0
607,724,red0
606,723,red0
606,693,red0
605,692,red0
605,670,red0
604,669,red0
604,623,red0
605,622,red0
605,603,red0
606,602,red0
606,595,red0
607,594,red0
607,568,red0
530,10,red1
529,11,red1
506,11,red1
505,12,red1
487,12,red1
486,13,red1
440,13,red1
439,12,red1
387,12,red1
386,13,red1
284,13,red1
283,14,red1
278,14,red1
277,15,red1
214,15,red1
213,14,red1
172,14,red1
171,15,red1
163,15,red1
162,16,red1
132,16,red1
131,15,red1
115,15,red1
114,14,red1
90,14,red1
89,15,red1
89,17,red1
88,18,red1
88,76,red1
89,77,red1
89,118,red1
90,119,red1
148,119,red1
149,118,red1
203,118,red1
204,117,red1
252,117,red1
253,116,red1
283,116,red1
284,115,red1
295,115,red1
296,114,red1
312,114,red1
313,113,red1
356,113,red1
357,114,red1
383,114,red1
384,115,red1
412,115,red1
413,114,red1
451,114,red1
453,116,red1
453,166,red1
454,167,red1
454,189,red1
453,190,red1
453,215,red1
454,216,red1
454,233,red1
453,234,red1
453,263,red1
454,264,red1
490,264,red1
491,263,red1
549,263,red1
550,264,red1
607,264,red1
607,144,red1
608,143,red1
608,94,red1
609,93,red1
609,72,red1
610,71,red1
610,41,red1
611,40,red1
611,11,red1
610,10,red1
578,10,red1
577,11,red1
555,11,red1
554,10,red1
,,
112,655,blue0
111,656,blue0
100,656,blue0
99,657,blue0
88,657,blue0
88,659,blue0
87,660,blue0
86,660,blue0
86,665,blue0
87,666,blue0
88,666,blue0
89,667,blue0
89,668,blue0
90,669,blue0
102,669,blue0
103,670,blue0
226,670,blue0
227,669,blue0
229,669,blue0
229,662,blue0
226,662,blue0
225,661,blue0
225,656,blue0
223,656,blue0
222,655,blue0
212,655,blue0
211,656,blue0
131,656,blue0
130,655,blue0
87,621,blue1
86,622,blue1
85,622,blue1
85,635,blue1
86,636,blue1
106,636,blue1
107,637,blue1
292,637,blue1
293,636,blue1
411,636,blue1
412,637,blue1
439,637,blue1
440,636,blue1
440,623,blue1
431,623,blue1
430,622,blue1
388,622,blue1
387,621,blue1
302,621,blue1
301,622,blue1
278,622,blue1
277,623,blue1
170,623,blue1
169,622,blue1
101,622,blue1
