X,Y,Color
116,561,red0
115,562,red0
78,562,red0
77,563,red0
31,563,red0
31,607,red0
30,608,red0
30,640,red0
31,641,red0
31,696,red0
30,697,red0
30,804,red0
29,805,red0
29,847,red0
30,848,red0
30,893,red0
31,894,red0
31,896,red0
59,896,red0
60,895,red0
152,895,red0
153,894,red0
184,894,red0
185,895,red0
197,895,red0
198,896,red0
226,896,red0
227,895,red0
233,895,red0
234,894,red0
234,891,red0
235,890,red0
235,862,red0
234,861,red0
234,779,red0
233,778,red0
233,689,red0
200,689,red0
199,688,red0
182,688,red0
181,687,red0
181,686,red0
180,686,red0
179,685,red0
179,667,red0
178,666,red0
178,561,red0
161,31,red1
160,32,red1
96,32,red1
95,33,red1
51,33,red1
50,34,red1
21,34,red1
21,71,red1
22,72,red1
22,144,red1
23,145,red1
23,147,red1
24,148,red1
24,176,red1
25,177,red1
25,217,red1
26,218,red1
26,261,red1
27,262,red1
27,264,red1
28,264,red1
29,265,red1
149,265,red1
150,264,red1
175,264,red1
175,197,red1
174,196,red1
174,118,red1
175,117,red1
176,117,red1
178,115,red1
239,115,red1
240,116,red1
369,116,red1
370,117,red1
398,117,red1
399,116,red1
406,116,red1
407,115,red1
531,115,red1
534,112,red1
534,79,red1
533,78,red1
533,33,red1
532,32,red1
406,32,red1
405,33,red1
249,33,red1
248,32,red1
194,32,red1
193,31,red1
,,
430,647,blue0
429,648,blue0
321,648,blue0
320,649,blue0
228,649,blue0
227,650,blue0
208,650,blue0
207,651,blue0
196,651,blue0
195,652,blue0
191,652,blue0
190,653,blue0
190,655,blue0
189,656,blue0
189,663,blue0
191,665,blue0
235,665,blue0
236,664,blue0
314,664,blue0
315,663,blue0
462,663,blue0
463,662,blue0
522,662,blue0
523,661,blue0
528,661,blue0
528,660,blue0
530,658,blue0
531,658,blue0
531,655,blue0
532,654,blue0
532,653,blue0
533,652,blue0
533,648,blue0
531,648,blue0
530,647,blue0
240,615,blue1
239,616,blue1
206,616,blue1
205,617,blue1
191,617,blue1
191,621,blue1
190,622,blue1
190,626,blue1
191,627,blue1
191,630,blue1
548,630,blue1
549,629,blue1
553,629,blue1
553,615,blue1
380,582,blue2
379,583,blue2
268,583,blue2
267,584,blue2
251,584,blue2
250,585,blue2
218,585,blue2
217,586,blue2
204,586,blue2
203,587,blue2
190,587,blue2
189,588,blue2
189,600,blue2
231,600,blue2
232,599,blue2
264,599,blue2
265,598,blue2
367,598,blue2
368,599,blue2
380,599,blue2
381,598,blue2
483,598,blue2
484,599,blue2
515,599,blue2
516,598,blue2
526,598,blue2
526,597,blue2
527,596,blue2
543,596,blue2
543,592,blue2
527,592,blue2
526,591,blue2
526,583,blue2
503,583,blue2
502,584,blue2
408,584,blue2
407,583,blue2
