X,Y,Color
576,561,red0
575,562,red0
546,562,red0
545,563,red0
470,563,red0
469,564,red0
456,564,red0
455,565,red0
443,565,red0
443,597,red0
444,598,red0
444,621,red0
445,622,red0
445,629,red0
446,630,red0
446,649,red0
447,650,red0
447,701,red0
446,702,red0
397,702,red0
397,777,red0
398,778,red0
398,798,red0
399,799,red0
399,849,red0
398,850,red0
398,853,red0
397,854,red0
397,878,red0
398,879,red0
398,901,red0
416,901,red0
417,902,red0
442,902,red0
443,901,red0
444,901,red0
445,900,red0
448,900,red0
449,899,red0
530,899,red0
531,898,red0
575,898,red0
576,899,red0
612,899,red0
612,859,red0
611,858,red0
611,841,red0
610,840,red0
610,768,red0
609,767,red0
609,729,red0
608,728,red0
608,692,red0
607,691,red0
607,615,red0
606,614,red0
606,595,red0
607,594,red0
607,589,red0
608,588,red0
608,562,red0
607,561,red0
560,18,red1
559,19,red1
505,19,red1
504,20,red1
499,20,red1
498,21,red1
490,21,red1
489,22,red1
472,22,red1
471,21,red1
389,21,red1
388,22,red1
372,22,red1
371,23,red1
339,23,red1
338,22,red1
266,22,red1
265,23,red1
241,23,red1
240,22,red1
214,22,red1
213,21,red1
180,21,red1
179,22,red1
162,22,red1
161,23,red1
152,23,red1
151,24,red1
74,24,red1
74,78,red1
75,79,red1
75,128,red1
191,128,red1
192,127,red1
248,127,red1
249,128,red1
277,128,red1
278,127,red1
306,127,red1
307,126,red1
381,126,red1
382,127,red1
414,127,red1
415,126,red1
437,126,red1
438,127,red1
439,127,red1
440,128,red1
440,207,red1
441,208,red1
441,269,red1
462,269,red1
463,270,red1
497,270,red1
498,269,red1
554,269,red1
555,268,red1
608,268,red1
610,266,red1
611,266,red1
611,214,red1
610,213,red1
610,198,red1
609,197,red1
609,123,red1
610,122,red1
610,18,red1
,,
80,665,blue0
79,666,blue0
78,666,blue0
77,667,blue0
77,674,blue0
78,675,blue0
78,679,blue0
129,679,blue0
130,680,blue0
162,680,blue0
163,681,blue0
173,681,blue0
174,680,blue0
178,680,blue0
179,679,blue0
179,666,blue0
127,666,blue0
126,665,blue0
90,629,blue1
89,630,blue1
78,630,blue1
77,631,blue1
77,635,blue1
78,636,blue1
78,638,blue1
77,639,blue1
77,643,blue1
78,644,blue1
119,644,blue1
120,645,blue1
310,645,blue1
311,646,blue1
326,646,blue1
327,645,blue1
433,645,blue1
433,634,blue1
431,632,blue1
419,632,blue1
418,631,blue1
256,631,blue1
255,630,blue1
253,630,blue1
252,629,blue1
175,595,blue2
174,596,blue2
134,596,blue2
133,597,blue2
133,602,blue2
134,603,blue2
134,609,blue2
135,610,blue2
192,610,blue2
193,611,blue2
218,611,blue2
219,612,blue2
286,612,blue2
287,611,blue2
412,611,blue2
413,610,blue2
422,610,blue2
422,605,blue2
424,603,blue2
424,598,blue2
422,598,blue2
421,597,blue2
400,597,blue2
399,596,blue2
181,596,blue2
180,595,blue2
184,562,blue3
183,563,blue3
83,563,blue3
82,564,blue3
78,564,blue3
78,570,blue3
79,570,blue3
80,571,blue3
83,571,blue3
84,572,blue3
84,574,blue3
86,574,blue3
87,575,blue3
91,575,blue3
93,577,blue3
107,577,blue3
108,578,blue3
251,578,blue3
252,577,blue3
283,577,blue3
284,576,blue3
297,576,blue3
298,575,blue3
299,575,blue3
299,573,blue3
300,572,blue3
301,572,blue3
301,568,blue3
296,568,blue3
294,566,blue3
294,562,blue3
192,527,blue4
191,528,blue4
88,528,blue4
87,529,blue4
75,529,blue4
75,541,blue4
76,542,blue4
118,542,blue4
119,543,blue4
146,543,blue4
147,542,blue4
255,542,blue4
256,543,blue4
321,543,blue4
322,544,blue4
354,544,blue4
355,543,blue4
375,543,blue4
376,542,blue4
427,542,blue4
427,532,blue4
426,531,blue4
426,528,blue4
417,528,blue4
416,527,blue4
396,527,blue4
395,528,blue4
288,528,blue4
287,527,blue4
180,492,blue5
179,493,blue5
141,493,blue5
140,494,blue5
139,494,blue5
139,508,blue5
269,508,blue5
270,507,blue5
428,507,blue5
428,501,blue5
429,500,blue5
429,493,blue5
428,493,blue5
427,492,blue5
360,492,blue5
359,493,blue5
283,493,blue5
282,492,blue5
278,492,blue5
277,493,blue5
185,493,blue5
184,492,blue5
343,459,blue6
342,460,blue6
189,460,blue6
188,461,blue6
79,461,blue6
79,462,blue6
78,463,blue6
77,463,blue6
75,465,blue6
75,473,blue6
76,474,blue6
104,474,blue6
105,475,blue6
203,475,blue6
204,474,blue6
319,474,blue6
320,473,blue6
358,473,blue6
358,466,blue6
357,466,blue6
356,465,blue6
356,459,blue6
396,426,blue7
395,427,blue7
280,427,blue7
279,428,blue7
193,428,blue7
192,427,blue7
181,427,blue7
180,428,blue7
145,428,blue7
144,429,blue7
139,429,blue7
139,443,blue7
319,443,blue7
320,442,blue7
400,442,blue7
401,441,blue7
407,441,blue7
408,440,blue7
413,440,blue7
413,439,blue7
414,438,blue7
417,438,blue7
418,437,blue7
421,437,blue7
421,436,blue7
422,435,blue7
422,433,blue7
423,432,blue7
423,427,blue7
418,427,blue7
417,426,blue7
140,392,blue8
139,393,blue8
95,393,blue8
94,394,blue8
76,394,blue8
75,395,blue8
75,400,blue8
76,401,blue8
76,406,blue8
77,406,blue8
78,407,blue8
244,407,blue8
244,401,blue8
243,400,blue8
243,398,blue8
242,397,blue8
242,394,blue8
240,392,blue8
228,357,blue9
227,358,blue9
112,358,blue9
111,359,blue9
90,359,blue9
89,360,blue9
77,360,blue9
76,361,blue9
75,361,blue9
75,372,blue9
77,374,blue9
81,374,blue9
82,373,blue9
208,373,blue9
209,372,blue9
424,372,blue9
425,371,blue9
426,371,blue9
426,366,blue9
425,365,blue9
425,359,blue9
424,358,blue9
423,358,blue9
422,357,blue9
390,357,blue9
389,358,blue9
315,358,blue9
314,357,blue9
359,320,blue10
358,321,blue10
320,321,blue10
319,322,blue10
276,322,blue10
275,323,blue10
138,323,blue10
137,324,blue10
137,336,blue10
138,336,blue10
139,337,blue10
140,337,blue10
141,338,blue10
205,338,blue10
206,339,blue10
244,339,blue10
245,338,blue10
270,338,blue10
271,337,blue10
312,337,blue10
313,336,blue10
426,336,blue10
427,335,blue10
427,331,blue10
428,330,blue10
428,323,blue10
427,322,blue10
404,322,blue10
403,321,blue10
392,321,blue10
391,320,blue10
356,283,blue11
355,284,blue11
347,284,blue11
346,285,blue11
341,285,blue11
340,286,blue11
246,286,blue11
245,285,blue11
174,285,blue11
173,286,blue11
136,286,blue11
135,287,blue11
76,287,blue11
74,289,blue11
74,301,blue11
77,301,blue11
78,302,blue11
98,302,blue11
99,301,blue11
154,301,blue11
155,300,blue11
341,300,blue11
342,299,blue11
350,299,blue11
351,298,blue11
406,298,blue11
407,297,blue11
425,297,blue11
425,288,blue11
424,287,blue11
