X,Y,Color
581.0,848.0,red
417.0,848.0,red
418.0,688.0,red
461.0,683.0,red
465.0,536.0,red
584.0,535.0,red
470.0,274.0,red
458.0,128.0,red
110.0,121.0,red
588.0,52.0,red
460.0,631.0,red
109.0,46.0,red
586.0,276.0,red
463.0,179.0,red
461.0,158.0,red
460.0,548.0,red
253.0,125.0,red
415.0,821.0,red
584.0,745.0,red
416.0,739.0,red
416.0,715.0,red
448.0,685.0,red
585.0,661.0,red
459.0,596.0,red
586.0,592.0,red
553.0,532.0,red
485.0,532.0,red
537.0,278.0,red
467.0,203.0,red
589.0,143.0,red
435.0,126.0,red
210.0,126.0,red
383.0,125.0,red
195.0,125.0,red
349.0,124.0,red
267.0,124.0,red
171.0,124.0,red
154.0,124.0,red
122.0,124.0,red
590.0,78.0,red
551.0,49.0,red
467.0,49.0,red
416.0,49.0,red
396.0,48.0,red
385.0,47.0,red
359.0,47.0,red
345.0,47.0,red
287.0,47.0,red
248.0,47.0,red
213.0,46.0,red
332.0,45.0,red
301.0,45.0,red
173.0,45.0,red
466.0,189.0,red
448.0,493.0,blue
462.0,430.0,blue
455.0,357.0,blue
456.0,310.0,blue
460.0,153.0,blue
161.0,661.0,blue
449.0,653.0,blue
161.0,648.0,blue
158.0,626.0,blue
378.0,622.0,blue
107.0,594.0,blue
109.0,557.0,blue
458.0,550.0,blue
109.0,544.0,blue
108.0,524.0,blue
459.0,515.0,blue
162.0,490.0,blue
451.0,479.0,blue
253.0,458.0,blue
109.0,457.0,blue
251.0,444.0,blue
159.0,427.0,blue
160.0,413.0,blue
279.0,391.0,blue
110.0,389.0,blue
110.0,376.0,blue
454.0,343.0,blue
109.0,340.0,blue
111.0,309.0,blue
110.0,288.0,blue
451.0,275.0,blue
109.0,275.0,blue
164.0,254.0,blue
455.0,243.0,blue
164.0,240.0,blue
452.0,223.0,blue
453.0,210.0,blue
111.0,207.0,blue
458.0,189.0,blue
110.0,187.0,blue
459.0,176.0,blue
109.0,174.0,blue
154.0,155.0,blue
456.0,143.0,blue
154.0,141.0,blue
159.0,611.0,blue
257.0,594.0,blue
107.0,581.0,blue
457.0,563.0,blue
108.0,511.0,blue
117.0,445.0,blue
464.0,416.0,blue
279.0,377.0,blue
454.0,324.0,blue
297.0,341.0,blue
459.0,526.0,blue
164.0,477.0,blue
111.0,353.0,blue
113.0,321.0,blue
449.0,287.0,blue
453.0,254.0,blue
446.0,666.0,blue
258.0,582.0,blue
113.0,219.0,blue
370.0,414.0,blue
426.0,667.0,blue
380.0,666.0,blue
301.0,665.0,blue
238.0,664.0,blue
192.0,663.0,blue
382.0,651.0,blue
330.0,650.0,blue
285.0,649.0,blue
231.0,648.0,blue
181.0,647.0,blue
314.0,629.0,blue
228.0,628.0,blue
199.0,627.0,blue
369.0,613.0,blue
248.0,613.0,blue
203.0,612.0,blue
178.0,611.0,blue
193.0,596.0,blue
169.0,595.0,blue
402.0,563.0,blue
387.0,562.0,blue
301.0,561.0,blue
211.0,560.0,blue
161.0,559.0,blue
119.0,558.0,blue
418.0,548.0,blue
370.0,547.0,blue
343.0,546.0,blue
273.0,545.0,blue
230.0,544.0,blue
412.0,528.0,blue
390.0,527.0,blue
359.0,526.0,blue
278.0,525.0,blue
258.0,524.0,blue
150.0,159.0,purple
156.0,494.0,purple
154.0,431.0,purple
154.0,399.0,purple
149.0,132.0,purple
153.0,603.0,purple
111.0,230.0,purple
111.0,494.0,purple
158.0,259.0,purple
106.0,603.0,purple
157.0,464.0,purple
109.0,260.0,purple
107.0,396.0,purple
106.0,130.0,purple
159.0,230.0,purple
107.0,159.0,purple
105.0,661.0,purple
109.0,462.0,purple
106.0,435.0,purple
157.0,630.0,purple
149.0,667.0,purple
137.0,667.0,purple
158.0,660.0,purple
103.0,645.0,purple
103.0,625.0,purple
106.0,478.0,purple
120.0,435.0,purple
141.0,396.0,purple
107.0,250.0,purple
