X,Y,Color
614.0,896.0,red
410.0,895.0,red
606.0,560.0,red
607.0,242.0,red
603.0,24.0,red
455.0,561.0,red
449.0,133.0,red
413.0,696.0,red
450.0,243.0,red
87.0,128.0,red
451.0,690.0,red
86.0,35.0,red
610.0,573.0,red
449.0,214.0,red
83.0,85.0,red
83.0,46.0,red
562.0,898.0,red
537.0,898.0,red
475.0,898.0,red
408.0,867.0,red
409.0,856.0,red
616.0,852.0,red
615.0,831.0,red
410.0,831.0,red
615.0,783.0,red
613.0,771.0,red
612.0,760.0,red
611.0,710.0,red
423.0,693.0,red
610.0,691.0,red
454.0,659.0,red
454.0,621.0,red
610.0,615.0,red
453.0,608.0,red
576.0,558.0,red
559.0,244.0,red
477.0,244.0,red
610.0,228.0,red
610.0,192.0,red
451.0,154.0,red
609.0,146.0,red
178.0,130.0,red
197.0,129.0,red
283.0,128.0,red
397.0,127.0,red
363.0,127.0,red
311.0,127.0,red
431.0,126.0,red
608.0,115.0,red
84.0,96.0,red
607.0,72.0,red
141.0,32.0,red
179.0,31.0,red
280.0,30.0,red
256.0,30.0,red
192.0,30.0,red
322.0,29.0,red
372.0,28.0,red
389.0,27.0,red
409.0,26.0,red
426.0,25.0,red
482.0,24.0,red
493.0,23.0,red
512.0,22.0,red
574.0,21.0,red
528.0,21.0,red
435.0,671.0,blue
437.0,600.0,blue
437.0,587.0,blue
438.0,435.0,blue
422.0,423.0,blue
147.0,353.0,blue
92.0,677.0,blue
421.0,658.0,blue
174.0,637.0,blue
173.0,604.0,blue
201.0,563.0,blue
160.0,563.0,blue
348.0,561.0,blue
86.0,552.0,blue
160.0,550.0,blue
441.0,529.0,blue
442.0,486.0,blue
426.0,462.0,blue
440.0,452.0,blue
87.0,440.0,blue
88.0,427.0,blue
448.0,401.0,blue
185.0,334.0,blue
90.0,301.0,blue
439.0,295.0,blue
438.0,263.0,blue
85.0,254.0,blue
437.0,248.0,blue
150.0,218.0,blue
441.0,214.0,blue
238.0,195.0,blue
441.0,497.0,blue
438.0,161.0,blue
90.0,321.0,blue
202.0,550.0,blue
343.0,552.0,blue
437.0,622.0,blue
86.0,565.0,blue
86.0,404.0,blue
86.0,391.0,blue
448.0,386.0,blue
437.0,351.0,blue
183.0,319.0,blue
87.0,196.0,blue
414.0,449.0,blue
94.0,664.0,blue
176.0,625.0,blue
90.0,531.0,blue
90.0,520.0,blue
442.0,517.0,blue
91.0,500.0,blue
147.0,470.0,blue
147.0,459.0,blue
149.0,367.0,blue
92.0,289.0,blue
151.0,231.0,blue
438.0,227.0,blue
232.0,184.0,blue
88.0,163.0,blue
89.0,267.0,blue
89.0,152.0,blue
174.0,592.0,blue
90.0,186.0,blue
436.0,283.0,blue
91.0,489.0,blue
435.0,634.0,blue
436.0,363.0,blue
89.0,332.0,blue
113.0,677.0,blue
168.0,676.0,blue
194.0,675.0,blue
378.0,674.0,blue
130.0,661.0,blue
184.0,660.0,blue
310.0,659.0,blue
367.0,658.0,blue
244.0,638.0,blue
212.0,622.0,blue
424.0,621.0,blue
310.0,621.0,blue
299.0,621.0,blue
183.0,604.0,blue
212.0,603.0,blue
289.0,602.0,blue
415.0,601.0,blue
313.0,601.0,blue
222.0,587.0,blue
294.0,586.0,blue
403.0,585.0,blue
107.0,566.0,blue
146.0,565.0,blue
277.0,563.0,blue
309.0,562.0,blue
99.0,551.0,blue
117.0,550.0,blue
290.0,547.0,blue
119.0,533.0,blue
153.0,532.0,blue
173.0,531.0,blue
220.0,530.0,blue
169.0,629.0,light_blue
88.0,646.0,light_blue
168.0,578.0,light_blue
168.0,643.0,light_blue
168.0,614.0,light_blue
88.0,574.0,light_blue
159.0,570.0,light_blue
87.0,618.0,light_blue
146.0,647.0,light_blue
116.0,647.0,light_blue
86.0,600.0,light_blue
85.0,586.0,light_blue
102.0,570.0,light_blue
198.0,568.0,purple
198.0,536.0,purple
89.0,374.0,purple
142.0,341.0,purple
89.0,239.0,purple
144.0,237.0,purple
87.0,448.0,purple
87.0,475.0,purple
137.0,474.0,purple
170.0,573.0,purple
143.0,449.0,purple
144.0,206.0,purple
164.0,536.0,purple
120.0,340.0,purple
90.0,204.0,purple
142.0,373.0,purple
91.0,344.0,purple
201.0,553.0,purple
180.0,534.0,purple
124.0,478.0,purple
142.0,464.0,purple
86.0,362.0,purple
131.0,339.0,purple
116.0,242.0,purple
99.0,242.0,purple
130.0,241.0,purple
147.0,223.0,purple
102.0,203.0,purple
115.0,202.0,purple
