X,Y,Color
238.0,902.0,red
45.0,525.0,red
194.0,523.0,red
205.0,124.0,red
553.0,118.0,red
35.0,903.0,red
197.0,259.0,red
47.0,42.0,red
240.0,698.0,red
47.0,256.0,red
195.0,693.0,red
553.0,37.0,red
208.0,905.0,red
176.0,905.0,red
126.0,905.0,red
86.0,905.0,red
65.0,904.0,red
34.0,873.0,red
240.0,862.0,red
240.0,832.0,red
35.0,828.0,red
241.0,771.0,red
242.0,761.0,red
36.0,750.0,red
37.0,724.0,red
216.0,695.0,red
38.0,681.0,red
40.0,661.0,red
194.0,655.0,red
195.0,626.0,red
196.0,601.0,red
41.0,587.0,red
196.0,573.0,red
196.0,563.0,red
132.0,522.0,red
88.0,522.0,red
59.0,522.0,red
168.0,521.0,red
172.0,261.0,red
160.0,260.0,red
107.0,259.0,red
200.0,228.0,red
45.0,223.0,red
45.0,200.0,red
201.0,182.0,red
202.0,166.0,red
44.0,160.0,red
203.0,140.0,red
44.0,129.0,red
477.0,121.0,red
408.0,121.0,red
359.0,121.0,red
202.0,39.0,red
234.0,38.0,red
465.0,37.0,red
451.0,37.0,red
338.0,37.0,red
497.0,36.0,red
509.0,35.0,red
208.0,558.0,blue
551.0,194.0,blue
358.0,423.0,blue
214.0,216.0,blue
543.0,175.0,blue
213.0,397.0,blue
205.0,676.0,blue
550.0,608.0,blue
535.0,539.0,blue
208.0,537.0,blue
549.0,530.0,blue
209.0,523.0,blue
539.0,489.0,blue
552.0,470.0,blue
213.0,433.0,blue
563.0,401.0,blue
563.0,387.0,blue
216.0,385.0,blue
556.0,365.0,blue
213.0,364.0,blue
216.0,313.0,blue
556.0,296.0,blue
212.0,279.0,blue
502.0,260.0,blue
213.0,259.0,blue
213.0,247.0,blue
213.0,226.0,blue
558.0,217.0,blue
541.0,159.0,blue
213.0,158.0,blue
294.0,504.0,blue
545.0,559.0,blue
542.0,643.0,blue
548.0,678.0,blue
205.0,662.0,blue
549.0,629.0,blue
551.0,597.0,blue
207.0,593.0,blue
207.0,569.0,blue
539.0,503.0,blue
292.0,491.0,blue
540.0,318.0,blue
213.0,182.0,blue
547.0,666.0,blue
207.0,641.0,blue
208.0,606.0,blue
295.0,459.0,blue
550.0,458.0,blue
358.0,433.0,blue
216.0,422.0,blue
218.0,324.0,blue
556.0,285.0,blue
500.0,250.0,blue
556.0,229.0,blue
299.0,469.0,blue
216.0,148.0,blue
544.0,572.0,blue
553.0,355.0,blue
538.0,329.0,blue
540.0,147.0,blue
209.0,631.0,blue
216.0,352.0,blue
214.0,289.0,blue
266.0,327.0,blue
276.0,314.0,blue
394.0,333.0,blue
336.0,229.0,blue
354.0,677.0,blue
504.0,663.0,blue
473.0,662.0,blue
321.0,661.0,blue
470.0,644.0,blue
472.0,628.0,blue
274.0,628.0,blue
222.0,628.0,blue
419.0,610.0,blue
308.0,610.0,blue
540.0,609.0,blue
276.0,609.0,blue
537.0,594.0,blue
434.0,594.0,blue
338.0,594.0,blue
458.0,593.0,blue
291.0,593.0,blue
329.0,573.0,blue
256.0,572.0,blue
223.0,571.0,blue
533.0,557.0,blue
431.0,557.0,blue
475.0,540.0,blue
370.0,540.0,blue
242.0,539.0,blue
226.0,538.0,blue
539.0,524.0,blue
439.0,524.0,blue
349.0,524.0,blue
241.0,523.0,blue
525.0,505.0,blue
515.0,489.0,blue
429.0,489.0,blue
212.0,508.0,light_blue
284.0,507.0,light_blue
215.0,441.0,light_blue
287.0,441.0,light_blue
254.0,512.0,light_blue
222.0,511.0,light_blue
210.0,483.0,light_blue
288.0,481.0,light_blue
211.0,462.0,light_blue
289.0,460.0,light_blue
244.0,439.0,light_blue
232.0,438.0,light_blue
