X,Y,Color
39.0,896.0,red
241.0,895.0,red
240.0,708.0,red
183.0,705.0,red
177.0,563.0,red
175.0,253.0,red
33.0,253.0,red
542.0,124.0,red
543.0,23.0,red
31.0,19.0,red
33.0,568.0,red
177.0,129.0,red
150.0,898.0,red
36.0,871.0,red
36.0,842.0,red
36.0,831.0,red
243.0,794.0,red
35.0,791.0,red
243.0,773.0,red
243.0,744.0,red
34.0,713.0,red
215.0,706.0,red
33.0,685.0,red
32.0,666.0,red
181.0,653.0,red
180.0,627.0,red
31.0,614.0,red
48.0,565.0,red
65.0,564.0,red
86.0,563.0,red
103.0,562.0,red
143.0,561.0,red
177.0,190.0,red
30.0,157.0,red
29.0,136.0,red
517.0,126.0,red
362.0,126.0,red
333.0,126.0,red
201.0,126.0,red
545.0,75.0,red
497.0,20.0,red
449.0,20.0,red
397.0,20.0,red
343.0,20.0,red
319.0,20.0,red
221.0,19.0,red
177.0,18.0,red
87.0,17.0,red
535.0,576.0,blue
545.0,669.0,blue
537.0,566.0,blue
548.0,392.0,blue
549.0,368.0,blue
463.0,318.0,blue
536.0,262.0,blue
547.0,225.0,blue
546.0,213.0,blue
540.0,154.0,blue
210.0,684.0,blue
194.0,677.0,blue
247.0,650.0,blue
467.0,646.0,blue
463.0,632.0,blue
521.0,610.0,blue
194.0,543.0,blue
416.0,526.0,blue
194.0,508.0,blue
546.0,506.0,blue
197.0,494.0,blue
546.0,492.0,blue
244.0,475.0,blue
547.0,474.0,blue
244.0,462.0,blue
427.0,426.0,blue
195.0,426.0,blue
550.0,405.0,blue
194.0,403.0,blue
194.0,389.0,blue
550.0,353.0,blue
258.0,353.0,blue
195.0,318.0,blue
194.0,295.0,blue
245.0,232.0,blue
190.0,192.0,blue
555.0,186.0,blue
199.0,186.0,blue
190.0,152.0,blue
542.0,680.0,blue
513.0,596.0,blue
418.0,539.0,blue
546.0,294.0,blue
194.0,251.0,blue
193.0,602.0,blue
257.0,575.0,blue
196.0,532.0,blue
426.0,438.0,blue
461.0,330.0,blue
196.0,329.0,blue
197.0,261.0,blue
534.0,251.0,blue
248.0,220.0,blue
250.0,637.0,blue
540.0,283.0,blue
259.0,563.0,blue
534.0,190.0,blue
255.0,367.0,blue
194.0,612.0,blue
545.0,461.0,blue
197.0,440.0,blue
196.0,284.0,blue
190.0,163.0,blue
547.0,179.0,blue
451.0,165.0,blue
226.0,685.0,blue
268.0,684.0,blue
318.0,683.0,blue
443.0,682.0,blue
216.0,672.0,blue
234.0,671.0,blue
305.0,670.0,blue
348.0,669.0,blue
445.0,668.0,blue
497.0,667.0,blue
472.0,667.0,blue
316.0,650.0,blue
379.0,649.0,blue
441.0,648.0,blue
316.0,634.0,blue
381.0,633.0,blue
451.0,632.0,blue
259.0,615.0,blue
226.0,615.0,blue
288.0,614.0,blue
351.0,613.0,blue
456.0,612.0,blue
501.0,611.0,blue
276.0,599.0,blue
299.0,598.0,blue
344.0,597.0,blue
465.0,596.0,blue
335.0,578.0,blue
288.0,578.0,blue
406.0,561.0,blue
511.0,560.0,blue
282.0,544.0,blue
245.0,544.0,blue
306.0,543.0,blue
388.0,542.0,blue
242.0,655.0,purple
197.0,655.0,purple
243.0,623.0,purple
252.0,550.0,purple
239.0,480.0,purple
239.0,449.0,purple
196.0,372.0,purple
195.0,341.0,purple
249.0,339.0,purple
240.0,206.0,purple
250.0,583.0,purple
196.0,551.0,purple
240.0,236.0,purple
198.0,480.0,purple
195.0,234.0,purple
196.0,583.0,purple
198.0,623.0,purple
197.0,448.0,purple
249.0,373.0,purple
195.0,204.0,purple
245.0,639.0,purple
217.0,620.0,purple
206.0,586.0,purple
194.0,572.0,purple
253.0,570.0,purple
238.0,547.0,purple
195.0,469.0,purple
228.0,375.0,purple
217.0,375.0,purple
193.0,358.0,purple
225.0,336.0,purple
220.0,238.0,purple
243.0,223.0,purple
