X,Y,Color
166.0,275.0,red
233.0,889.0,red
239.0,697.0,red
23.0,546.0,red
178.0,271.0,red
24.0,266.0,red
176.0,548.0,red
538.0,32.0,red
25.0,19.0,red
185.0,120.0,red
14.0,888.0,red
537.0,123.0,red
240.0,770.0,red
179.0,692.0,red
18.0,613.0,red
16.0,653.0,red
116.0,273.0,red
13.0,775.0,red
217.0,892.0,red
139.0,892.0,red
80.0,891.0,red
236.0,879.0,red
12.0,847.0,red
237.0,845.0,red
238.0,812.0,red
12.0,809.0,red
16.0,744.0,red
242.0,742.0,red
17.0,715.0,red
17.0,700.0,red
205.0,694.0,red
176.0,667.0,red
177.0,653.0,red
17.0,640.0,red
178.0,625.0,red
179.0,596.0,red
20.0,576.0,red
179.0,560.0,red
99.0,545.0,red
62.0,544.0,red
106.0,271.0,red
83.0,270.0,red
37.0,269.0,red
180.0,242.0,red
181.0,171.0,red
182.0,155.0,red
504.0,125.0,red
480.0,124.0,red
435.0,123.0,red
400.0,122.0,red
315.0,121.0,red
299.0,120.0,red
271.0,119.0,red
214.0,118.0,red
21.0,110.0,red
540.0,86.0,red
21.0,62.0,red
505.0,29.0,red
457.0,28.0,red
443.0,27.0,red
375.0,27.0,red
328.0,27.0,red
302.0,26.0,red
284.0,25.0,red
267.0,24.0,red
222.0,23.0,red
199.0,22.0,red
186.0,21.0,red
159.0,20.0,red
143.0,19.0,red
128.0,18.0,red
101.0,17.0,red
14.0,761.0,red
140.0,277.0,red
191.0,248.0,blue
538.0,592.0,blue
537.0,535.0,blue
547.0,353.0,blue
539.0,245.0,blue
533.0,660.0,blue
239.0,658.0,blue
187.0,639.0,blue
427.0,627.0,blue
188.0,625.0,blue
538.0,605.0,blue
352.0,573.0,blue
350.0,558.0,blue
190.0,488.0,blue
436.0,486.0,blue
537.0,468.0,blue
274.0,433.0,blue
544.0,422.0,blue
273.0,420.0,blue
469.0,386.0,blue
191.0,384.0,blue
548.0,365.0,blue
206.0,365.0,blue
550.0,317.0,blue
549.0,294.0,blue
549.0,279.0,blue
541.0,259.0,blue
537.0,226.0,blue
271.0,226.0,blue
534.0,193.0,blue
536.0,178.0,blue
369.0,158.0,blue
369.0,145.0,blue
191.0,144.0,blue
531.0,456.0,blue
426.0,637.0,blue
242.0,603.0,blue
244.0,591.0,blue
240.0,523.0,blue
468.0,398.0,blue
272.0,192.0,blue
272.0,180.0,blue
192.0,155.0,blue
206.0,157.0,blue
190.0,568.0,blue
192.0,498.0,blue
274.0,466.0,blue
274.0,456.0,blue
542.0,434.0,blue
192.0,394.0,blue
548.0,328.0,blue
191.0,325.0,blue
191.0,315.0,blue
273.0,214.0,blue
241.0,534.0,blue
434.0,498.0,blue
193.0,281.0,blue
192.0,291.0,blue
534.0,212.0,blue
267.0,398.0,blue
189.0,557.0,blue
530.0,672.0,blue
208.0,354.0,blue
240.0,671.0,blue
237.0,385.0,blue
504.0,675.0,blue
490.0,675.0,blue
311.0,674.0,blue
290.0,658.0,blue
280.0,640.0,blue
250.0,640.0,blue
414.0,639.0,blue
396.0,625.0,blue
475.0,606.0,blue
444.0,606.0,blue
427.0,590.0,blue
289.0,589.0,blue
274.0,589.0,blue
303.0,572.0,blue
235.0,571.0,blue
306.0,557.0,blue
262.0,556.0,blue
306.0,538.0,blue
292.0,538.0,blue
507.0,537.0,blue
517.0,522.0,blue
434.0,521.0,blue
378.0,521.0,blue
248.0,502.0,blue
212.0,487.0,blue
300.0,486.0,blue
395.0,469.0,blue
315.0,469.0,blue
299.0,469.0,blue
451.0,454.0,blue
351.0,453.0,blue
333.0,453.0,blue
512.0,436.0,blue
431.0,436.0,blue
383.0,436.0,blue
191.0,231.0,light_blue
265.0,231.0,light_blue
267.0,430.0,light_blue
190.0,403.0,light_blue
270.0,407.0,light_blue
267.0,460.0,light_blue
267.0,168.0,light_blue
191.0,473.0,light_blue
194.0,162.0,light_blue
269.0,470.0,light_blue
210.0,161.0,light_blue
209.0,476.0,light_blue
239.0,475.0,light_blue
250.0,474.0,light_blue
266.0,449.0,light_blue
188.0,448.0,light_blue
187.0,415.0,light_blue
243.0,403.0,light_blue
188.0,218.0,light_blue
188.0,207.0,light_blue
268.0,206.0,light_blue
268.0,193.0,light_blue
189.0,187.0,light_blue
269.0,181.0,light_blue
251.0,163.0,light_blue
241.0,162.0,light_blue
233.0,678.0,purple
239.0,578.0,purple
234.0,540.0,purple
191.0,539.0,purple
189.0,609.0,purple
233.0,648.0,purple
240.0,609.0,purple
237.0,507.0,purple
190.0,577.0,purple
192.0,508.0,purple
190.0,678.0,purple
188.0,646.0,purple
205.0,612.0,purple
240.0,596.0,purple
226.0,575.0,purple
237.0,517.0,purple
215.0,505.0,purple
