X,Y,Color
402.0,883.0,red
400.0,695.0,red
465.0,542.0,red
611.0,265.0,red
100.0,113.0,red
101.0,28.0,red
626.0,885.0,red
621.0,538.0,red
460.0,265.0,red
611.0,15.0,red
465.0,691.0,red
487.0,269.0,red
463.0,650.0,red
524.0,270.0,red
458.0,120.0,red
615.0,236.0,red
553.0,888.0,red
527.0,888.0,red
586.0,887.0,red
564.0,887.0,red
472.0,887.0,red
456.0,886.0,red
628.0,860.0,red
399.0,802.0,red
627.0,779.0,red
398.0,779.0,red
625.0,719.0,red
625.0,678.0,red
466.0,671.0,red
465.0,661.0,red
626.0,619.0,red
463.0,610.0,red
624.0,609.0,red
463.0,591.0,red
478.0,539.0,red
507.0,538.0,red
543.0,537.0,red
568.0,536.0,red
615.0,202.0,red
458.0,183.0,red
459.0,165.0,red
612.0,153.0,red
444.0,116.0,red
163.0,115.0,red
424.0,114.0,red
282.0,114.0,red
369.0,113.0,red
292.0,113.0,red
613.0,86.0,red
98.0,77.0,red
98.0,65.0,red
613.0,59.0,red
613.0,49.0,red
134.0,25.0,red
156.0,24.0,red
250.0,23.0,red
264.0,22.0,red
339.0,21.0,red
351.0,20.0,red
387.0,18.0,red
404.0,17.0,red
475.0,16.0,red
503.0,15.0,red
538.0,14.0,red
565.0,13.0,red
438.0,693.0,red
614.0,176.0,red
186.0,158.0,blue
453.0,668.0,blue
282.0,496.0,blue
439.0,458.0,blue
153.0,324.0,blue
345.0,223.0,blue
150.0,417.0,blue
101.0,666.0,blue
101.0,654.0,blue
455.0,637.0,blue
100.0,632.0,blue
454.0,623.0,blue
102.0,619.0,blue
452.0,602.0,blue
451.0,590.0,blue
450.0,569.0,blue
450.0,556.0,blue
102.0,552.0,blue
166.0,531.0,blue
166.0,516.0,blue
101.0,490.0,blue
99.0,450.0,blue
150.0,432.0,blue
445.0,416.0,blue
99.0,398.0,blue
445.0,347.0,blue
101.0,327.0,blue
102.0,313.0,blue
154.0,312.0,blue
444.0,291.0,blue
102.0,290.0,blue
444.0,278.0,blue
101.0,275.0,blue
445.0,243.0,blue
99.0,211.0,blue
346.0,209.0,blue
443.0,179.0,blue
449.0,158.0,blue
448.0,145.0,blue
183.0,140.0,blue
447.0,386.0,blue
99.0,464.0,blue
443.0,430.0,blue
156.0,255.0,blue
182.0,176.0,blue
439.0,553.0,blue
112.0,484.0,blue
151.0,352.0,blue
434.0,190.0,blue
452.0,657.0,blue
152.0,599.0,blue
152.0,588.0,blue
103.0,564.0,blue
447.0,529.0,blue
447.0,519.0,blue
280.0,484.0,blue
101.0,387.0,blue
441.0,360.0,blue
159.0,243.0,blue
101.0,222.0,blue
184.0,187.0,blue
443.0,255.0,blue
446.0,397.0,blue
430.0,669.0,blue
318.0,668.0,blue
115.0,667.0,blue
391.0,654.0,blue
381.0,653.0,blue
248.0,653.0,blue
120.0,653.0,blue
210.0,652.0,blue
154.0,652.0,blue
199.0,651.0,blue
185.0,651.0,blue
433.0,637.0,blue
391.0,636.0,blue
308.0,636.0,blue
295.0,636.0,blue
225.0,635.0,blue
211.0,634.0,blue
111.0,633.0,blue
392.0,622.0,blue
373.0,621.0,blue
222.0,620.0,blue
206.0,619.0,blue
346.0,603.0,blue
327.0,603.0,blue
180.0,602.0,blue
382.0,588.0,blue
186.0,586.0,blue
247.0,569.0,blue
212.0,568.0,blue
137.0,567.0,blue
351.0,552.0,blue
335.0,552.0,blue
177.0,552.0,blue
281.0,534.0,blue
307.0,533.0,blue
249.0,533.0,blue
417.0,532.0,blue
99.0,196.0,light_blue
178.0,131.0,light_blue
130.0,131.0,light_blue
178.0,174.0,light_blue
179.0,162.0,light_blue
99.0,136.0,light_blue
177.0,195.0,light_blue
126.0,198.0,light_blue
180.0,146.0,light_blue
145.0,129.0,light_blue
103.0,605.0,purple
145.0,574.0,purple
144.0,406.0,purple
100.0,367.0,purple
102.0,504.0,purple
103.0,260.0,purple
102.0,436.0,purple
100.0,408.0,purple
158.0,505.0,purple
157.0,533.0,purple
145.0,604.0,purple
144.0,366.0,purple
149.0,336.0,purple
152.0,262.0,purple
153.0,231.0,purple
146.0,436.0,purple
101.0,236.0,purple
101.0,537.0,purple
103.0,574.0,purple
100.0,335.0,purple
115.0,229.0,purple
110.0,402.0,purple
99.0,594.0,purple
144.0,502.0,purple
125.0,438.0,purple
97.0,351.0,purple
149.0,349.0,purple
141.0,228.0,purple
