X,Y,Color
614.0,901.0,red
404.0,897.0,red
410.0,703.0,red
616.0,566.0,red
615.0,248.0,red
461.0,128.0,red
105.0,123.0,red
105.0,21.0,red
463.0,145.0,red
615.0,14.0,red
472.0,660.0,red
472.0,699.0,red
475.0,251.0,red
477.0,901.0,red
474.0,568.0,red
571.0,903.0,red
535.0,902.0,red
467.0,899.0,red
452.0,899.0,red
402.0,868.0,red
403.0,855.0,red
404.0,831.0,red
405.0,821.0,red
406.0,810.0,red
617.0,802.0,red
407.0,735.0,red
618.0,710.0,red
452.0,701.0,red
471.0,645.0,red
471.0,608.0,red
582.0,251.0,red
472.0,219.0,red
472.0,187.0,red
618.0,176.0,red
619.0,163.0,red
471.0,157.0,red
619.0,127.0,red
174.0,125.0,red
352.0,124.0,red
211.0,124.0,red
618.0,67.0,red
246.0,19.0,red
227.0,19.0,red
277.0,18.0,red
291.0,17.0,red
325.0,16.0,red
464.0,15.0,red
485.0,14.0,red
497.0,13.0,red
522.0,12.0,red
437.0,126.0,red
443.0,359.0,blue
447.0,467.0,blue
443.0,453.0,blue
449.0,394.0,blue
446.0,380.0,blue
99.0,642.0,blue
157.0,679.0,blue
158.0,664.0,blue
372.0,644.0,blue
371.0,630.0,blue
100.0,630.0,blue
461.0,598.0,blue
157.0,598.0,blue
100.0,574.0,blue
277.0,573.0,blue
276.0,561.0,blue
99.0,561.0,blue
99.0,533.0,blue
100.0,501.0,blue
437.0,498.0,blue
156.0,469.0,blue
313.0,433.0,blue
101.0,420.0,blue
312.0,418.0,blue
151.0,363.0,blue
152.0,348.0,blue
447.0,346.0,blue
113.0,329.0,blue
390.0,326.0,blue
391.0,312.0,blue
453.0,291.0,blue
103.0,282.0,blue
456.0,246.0,blue
104.0,226.0,blue
456.0,218.0,blue
105.0,213.0,blue
436.0,209.0,blue
460.0,180.0,blue
151.0,165.0,blue
461.0,150.0,blue
459.0,611.0,blue
99.0,520.0,blue
156.0,456.0,blue
100.0,382.0,blue
456.0,160.0,blue
422.0,490.0,blue
455.0,533.0,blue
455.0,521.0,blue
102.0,488.0,blue
103.0,432.0,blue
102.0,394.0,blue
105.0,293.0,blue
451.0,278.0,blue
164.0,256.0,blue
164.0,245.0,blue
104.0,195.0,blue
458.0,193.0,blue
153.0,151.0,blue
447.0,241.0,blue
116.0,317.0,blue
158.0,610.0,blue
433.0,668.0,blue
105.0,185.0,blue
436.0,679.0,blue
423.0,681.0,blue
287.0,681.0,blue
196.0,680.0,blue
410.0,664.0,blue
360.0,664.0,blue
224.0,664.0,blue
354.0,647.0,blue
220.0,647.0,blue
165.0,645.0,blue
138.0,644.0,blue
325.0,631.0,blue
220.0,631.0,blue
358.0,630.0,blue
183.0,630.0,blue
143.0,629.0,blue
395.0,614.0,blue
228.0,614.0,blue
415.0,613.0,blue
318.0,597.0,blue
451.0,596.0,blue
432.0,596.0,blue
262.0,576.0,blue
127.0,576.0,blue
261.0,560.0,blue
371.0,536.0,blue
356.0,536.0,blue
330.0,535.0,blue
155.0,535.0,blue
133.0,535.0,blue
113.0,534.0,blue
418.0,519.0,blue
325.0,519.0,blue
356.0,501.0,blue
413.0,500.0,blue
406.0,486.0,blue
282.0,485.0,blue
100.0,653.0,purple
152.0,616.0,purple
151.0,583.0,purple
102.0,473.0,purple
150.0,445.0,purple
146.0,335.0,purple
158.0,264.0,purple
103.0,264.0,purple
158.0,234.0,purple
100.0,682.0,purple
146.0,140.0,purple
151.0,681.0,purple
102.0,366.0,purple
103.0,335.0,purple
147.0,367.0,purple
147.0,170.0,purple
153.0,651.0,purple
104.0,169.0,purple
102.0,615.0,purple
101.0,444.0,purple
99.0,583.0,purple
103.0,232.0,purple
107.0,139.0,purple
152.0,476.0,purple
137.0,686.0,purple
129.0,648.0,purple
117.0,618.0,purple
129.0,580.0,purple
120.0,477.0,purple
153.0,463.0,purple
137.0,368.0,purple
100.0,346.0,purple
116.0,332.0,purple
100.0,250.0,purple
134.0,231.0,purple
120.0,231.0,purple
126.0,172.0,purple
116.0,172.0,purple
127.0,138.0,purple
