X,Y,Color
608.0,902.0,red
467.0,540.0,red
465.0,259.0,red
101.0,121.0,red
414.0,697.0,red
616.0,258.0,red
102.0,40.0,red
617.0,35.0,red
614.0,541.0,red
461.0,694.0,red
459.0,124.0,red
416.0,901.0,red
539.0,905.0,red
468.0,905.0,red
457.0,904.0,red
413.0,861.0,red
611.0,854.0,red
612.0,821.0,red
613.0,794.0,red
614.0,772.0,red
616.0,747.0,red
464.0,682.0,red
464.0,667.0,red
464.0,619.0,red
616.0,578.0,red
601.0,538.0,red
529.0,262.0,red
502.0,262.0,red
576.0,261.0,red
589.0,260.0,red
462.0,244.0,red
617.0,225.0,red
617.0,213.0,red
461.0,201.0,red
618.0,133.0,red
147.0,123.0,red
380.0,122.0,red
308.0,122.0,red
281.0,122.0,red
176.0,122.0,red
220.0,121.0,red
199.0,121.0,red
99.0,89.0,red
619.0,75.0,red
152.0,37.0,red
381.0,36.0,red
240.0,36.0,red
163.0,36.0,red
490.0,35.0,red
513.0,34.0,red
556.0,33.0,red
155.0,665.0,blue
315.0,606.0,blue
289.0,490.0,blue
311.0,334.0,blue
207.0,680.0,blue
453.0,679.0,blue
453.0,665.0,blue
453.0,644.0,blue
154.0,641.0,blue
453.0,630.0,blue
155.0,628.0,blue
97.0,593.0,blue
453.0,577.0,blue
155.0,575.0,blue
373.0,537.0,blue
362.0,525.0,blue
98.0,525.0,blue
449.0,505.0,blue
371.0,504.0,blue
288.0,504.0,blue
250.0,504.0,blue
410.0,491.0,blue
371.0,491.0,blue
251.0,490.0,blue
98.0,471.0,blue
427.0,459.0,blue
100.0,458.0,blue
448.0,429.0,blue
409.0,405.0,blue
159.0,370.0,blue
449.0,368.0,blue
159.0,355.0,blue
449.0,354.0,blue
98.0,334.0,blue
309.0,321.0,blue
147.0,300.0,blue
147.0,286.0,blue
450.0,249.0,blue
194.0,232.0,blue
190.0,220.0,blue
353.0,194.0,blue
100.0,163.0,blue
442.0,162.0,blue
430.0,150.0,blue
155.0,680.0,blue
405.0,392.0,blue
96.0,679.0,blue
208.0,665.0,blue
453.0,566.0,blue
410.0,504.0,blue
97.0,406.0,blue
98.0,393.0,blue
437.0,297.0,blue
450.0,261.0,blue
449.0,229.0,blue
99.0,152.0,blue
98.0,667.0,blue
98.0,605.0,blue
312.0,595.0,blue
99.0,537.0,blue
158.0,503.0,blue
448.0,493.0,blue
159.0,493.0,blue
426.0,470.0,blue
446.0,440.0,blue
156.0,429.0,blue
100.0,323.0,blue
447.0,218.0,blue
103.0,197.0,blue
156.0,439.0,blue
435.0,285.0,blue
190.0,265.0,blue
158.0,561.0,blue
188.0,253.0,blue
351.0,184.0,blue
205.0,217.0,blue
376.0,681.0,blue
283.0,681.0,blue
400.0,680.0,blue
386.0,665.0,blue
295.0,665.0,blue
436.0,644.0,blue
216.0,643.0,blue
170.0,642.0,blue
423.0,628.0,blue
298.0,628.0,blue
215.0,628.0,blue
263.0,608.0,blue
233.0,608.0,blue
226.0,592.0,blue
135.0,592.0,blue
379.0,577.0,blue
305.0,576.0,blue
211.0,576.0,blue
441.0,564.0,blue
413.0,563.0,blue
396.0,562.0,blue
324.0,561.0,blue
282.0,560.0,blue
308.0,540.0,blue
99.0,267.0,light_blue
180.0,204.0,light_blue
103.0,207.0,light_blue
178.0,271.0,light_blue
182.0,216.0,light_blue
99.0,219.0,light_blue
143.0,274.0,light_blue
128.0,272.0,light_blue
110.0,270.0,light_blue
97.0,237.0,light_blue
182.0,226.0,light_blue
116.0,204.0,light_blue
152.0,203.0,light_blue
151.0,618.0,purple
97.0,645.0,purple
99.0,578.0,purple
151.0,510.0,purple
286.0,480.0,purple
101.0,375.0,purple
100.0,272.0,purple
159.0,649.0,purple
149.0,645.0,purple
98.0,616.0,purple
374.0,509.0,purple
99.0,343.0,purple
204.0,683.0,purple
285.0,508.0,purple
149.0,414.0,purple
100.0,304.0,purple
141.0,303.0,purple
150.0,445.0,purple
150.0,547.0,purple
152.0,481.0,purple
153.0,666.0,purple
409.0,482.0,purple
157.0,342.0,purple
151.0,580.0,purple
252.0,510.0,purple
98.0,477.0,purple
98.0,446.0,purple
100.0,414.0,purple
159.0,683.0,purple
407.0,508.0,purple
98.0,511.0,purple
142.0,276.0,purple
205.0,650.0,purple
97.0,546.0,purple
372.0,482.0,purple
153.0,376.0,purple
258.0,480.0,purple
207.0,667.0,purple
126.0,648.0,purple
114.0,648.0,purple
175.0,646.0,purple
135.0,612.0,purple
153.0,562.0,purple
122.0,512.0,purple
96.0,501.0,purple
251.0,496.0,purple
154.0,495.0,purple
288.0,493.0,purple
272.0,477.0,purple
118.0,477.0,purple
113.0,447.0,purple
123.0,411.0,purple
112.0,378.0,purple
97.0,364.0,purple
119.0,340.0,purple
129.0,306.0,purple
128.0,272.0,purple
110.0,270.0,purple
