X,Y,Color
231.0,691.0,red
33.0,565.0,red
176.0,563.0,red
173.0,262.0,red
23.0,36.0,red
31.0,896.0,red
531.0,34.0,red
232.0,893.0,red
27.0,264.0,red
183.0,686.0,red
176.0,119.0,red
531.0,115.0,red
23.0,147.0,red
197.0,896.0,red
60.0,896.0,red
184.0,895.0,red
153.0,895.0,red
235.0,861.0,red
29.0,848.0,red
29.0,804.0,red
234.0,778.0,red
30.0,696.0,red
200.0,688.0,red
179.0,666.0,red
30.0,641.0,red
30.0,607.0,red
77.0,562.0,red
115.0,561.0,red
150.0,265.0,red
25.0,218.0,red
175.0,196.0,red
24.0,177.0,red
399.0,117.0,red
369.0,117.0,red
239.0,116.0,red
534.0,78.0,red
21.0,72.0,red
50.0,33.0,red
405.0,32.0,red
249.0,32.0,red
95.0,32.0,red
194.0,31.0,red
160.0,31.0,red
533.0,648.0,blue
546.0,557.0,blue
541.0,480.0,blue
539.0,458.0,blue
538.0,412.0,blue
190.0,392.0,blue
513.0,344.0,blue
531.0,276.0,blue
533.0,215.0,blue
187.0,171.0,blue
191.0,530.0,blue
191.0,630.0,blue
553.0,629.0,blue
191.0,617.0,blue
553.0,615.0,blue
189.0,600.0,blue
543.0,596.0,blue
526.0,583.0,blue
190.0,552.0,blue
532.0,528.0,blue
192.0,518.0,blue
532.0,515.0,blue
188.0,496.0,blue
189.0,483.0,blue
191.0,450.0,blue
538.0,445.0,blue
538.0,426.0,blue
191.0,414.0,blue
192.0,356.0,blue
190.0,308.0,blue
190.0,286.0,blue
538.0,252.0,blue
538.0,237.0,blue
192.0,218.0,blue
533.0,200.0,blue
186.0,184.0,blue
516.0,181.0,blue
188.0,149.0,blue
532.0,146.0,blue
187.0,136.0,blue
532.0,135.0,blue
526.0,285.0,blue
531.0,658.0,blue
193.0,377.0,blue
191.0,428.0,blue
547.0,374.0,blue
191.0,342.0,blue
190.0,322.0,blue
535.0,305.0,blue
187.0,253.0,blue
192.0,206.0,blue
526.0,598.0,blue
474.0,391.0,blue
191.0,589.0,blue
191.0,564.0,blue
539.0,492.0,blue
191.0,461.0,blue
546.0,387.0,blue
192.0,275.0,blue
189.0,241.0,blue
532.0,316.0,blue
192.0,654.0,blue
513.0,168.0,blue
235.0,665.0,blue
314.0,664.0,blue
462.0,663.0,blue
208.0,650.0,blue
228.0,649.0,blue
321.0,648.0,blue
430.0,647.0,blue
206.0,616.0,blue
240.0,615.0,blue
231.0,600.0,blue
515.0,599.0,blue
484.0,599.0,blue
380.0,599.0,blue
368.0,599.0,blue
264.0,599.0,blue
204.0,586.0,blue
218.0,585.0,blue
251.0,584.0,blue
503.0,583.0,blue
407.0,583.0,blue
268.0,583.0,blue
384.0,582.0,blue
276.0,566.0,blue
475.0,565.0,blue
394.0,565.0,blue
303.0,565.0,blue
533.0,564.0,blue
204.0,551.0,blue
245.0,550.0,blue
444.0,549.0,blue
350.0,549.0,blue
328.0,549.0,blue
292.0,532.0,blue
260.0,532.0,blue
429.0,531.0,blue
508.0,530.0,blue
251.0,516.0,blue
